NodeID,SVM_Max,X,Y,Z
541,3096.652866744731,4.0,8.0,-2.0
542,2882.580749365057,6.0,8.0,-2.0
543,2626.7120224069,8.0,8.0,-2.0
544,2378.0103173915977,10.0,8.0,-2.0
545,2124.358393583299,12.0,8.0,-2.0
546,1875.1720992965127,14.0,8.0,-2.0
547,1635.5602011877452,16.0,8.0,-2.0
548,1397.6268913403476,18.0,8.0,-2.0
549,1162.3445571335353,20.0,8.0,-2.0
550,930.779720755153,22.0,8.0,-2.0
551,704.2810665931653,24.0,8.0,-2.0
552,485.2823861916829,26.0,8.0,-2.0
553,281.19061350726497,28.0,8.0,-2.0
554,416.0087929230065,30.0,8.0,-2.0
555,601.1640523569681,32.0,8.0,-2.0
556,782.191183754663,34.0,8.0,-2.0
557,964.9281384418629,36.0,8.0,-2.0
558,1145.0229506576077,38.0,8.0,-2.0
559,1315.1445545110569,40.0,8.0,-2.0
560,1474.5513139173363,42.0,8.0,-2.0
561,1622.672273228962,44.0,8.0,-2.0
562,1759.034159708082,46.0,8.0,-2.0
563,1883.2151126341869,48.0,8.0,-2.0
564,1994.8140085859177,50.0,8.0,-2.0
565,2093.434895164523,52.0,8.0,-2.0
566,2178.686842337536,54.0,8.0,-2.0
567,2250.1978539819916,56.0,8.0,-2.0
568,2307.6395655078572,58.0,8.0,-2.0
569,2356.2890359923667,60.0,8.0,-2.0
570,2395.639008970326,62.0,8.0,-2.0
571,2420.2656615035635,64.0,8.0,-2.0
572,2430.2214053626753,66.0,8.0,-2.0
573,2425.6878902696667,68.0,8.0,-2.0
574,2406.954953314591,70.0,8.0,-2.0
575,2374.391380591795,72.0,8.0,-2.0
576,2328.4123038069306,74.0,8.0,-2.0
577,2269.451729447688,76.0,8.0,-2.0
578,2197.9452756699175,78.0,8.0,-2.0
579,2114.327338375366,80.0,8.0,-2.0
580,2019.28688616915,82.0,8.0,-2.0
581,1913.2212798652774,84.0,8.0,-2.0
582,1796.5185954782253,86.0,8.0,-2.0
583,1669.8054398543775,88.0,8.0,-2.0
584,1533.8202297814485,90.0,8.0,-2.0
585,1389.801327072106,92.0,8.0,-2.0
586,1238.5682676876963,94.0,8.0,-2.0
587,1081.0661630146951,96.0,8.0,-2.0
588,919.0315083594701,98.0,8.0,-2.0
589,915.983782255848,98.0,10.0,-2.0
590,1079.257271268787,96.0,10.0,-2.0
591,1237.823309242359,94.0,10.0,-2.0
592,1389.972988628714,92.0,10.0,-2.0
593,1534.7668484798642,90.0,10.0,-2.0
594,1671.4405044281011,88.0,10.0,-2.0
595,1798.7482922894071,86.0,10.0,-2.0
596,1915.9637265274296,84.0,10.0,-2.0
597,2022.4721651406783,82.0,10.0,-2.0
598,2117.8994669523086,80.0,10.0,-2.0
599,2201.857539575052,78.0,10.0,-2.0
600,2273.664128078553,76.0,10.0,-2.0
601,2332.8891803715646,74.0,10.0,-2.0
602,2379.097721619744,72.0,10.0,-2.0
603,2411.8522780489757,70.0,10.0,-2.0
604,2430.7312611738666,68.0,10.0,-2.0
605,2435.3580029511972,66.0,10.0,-2.0
606,2425.4350132020504,64.0,10.0,-2.0
607,2400.7745976596634,62.0,10.0,-2.0
608,2361.3212539471574,60.0,10.0,-2.0
609,2312.5487690956124,58.0,10.0,-2.0
610,2254.914076947729,56.0,10.0,-2.0
611,2183.14992435493,54.0,10.0,-2.0
612,2097.586891447237,52.0,10.0,-2.0
613,1998.596670299876,50.0,10.0,-2.0
614,1886.5645460935282,48.0,10.0,-2.0
615,1761.8733778954204,46.0,10.0,-2.0
616,1624.901550858814,44.0,10.0,-2.0
617,1476.035041702857,42.0,10.0,-2.0
618,1315.6908607118617,40.0,10.0,-2.0
619,1144.348638287428,38.0,10.0,-2.0
620,962.5868567918574,36.0,10.0,-2.0
621,778.5131833449849,34.0,10.0,-2.0
622,594.361961944409,32.0,10.0,-2.0
623,403.4462040129516,30.0,10.0,-2.0
624,253.5143587952222,28.0,10.0,-2.0
625,467.0519745637255,26.0,10.0,-2.0
626,691.3198465372845,24.0,10.0,-2.0
627,921.1107014848852,22.0,10.0,-2.0
628,1155.3687720906505,20.0,10.0,-2.0
629,1393.4722881491466,18.0,10.0,-2.0
630,1635.0634557569724,16.0,10.0,-2.0
631,1880.091100997281,14.0,10.0,-2.0
632,2138.0620786038417,12.0,10.0,-2.0
633,2406.4182622643357,10.0,10.0,-2.0
634,2678.1359705597174,8.0,10.0,-2.0
635,2970.531266198914,6.0,10.0,-2.0
636,3202.4919403290364,4.0,10.0,-2.0
637,3534.201690427405,2.0,10.0,-2.0
638,915.983777986719,98.0,0.0,-2.0
639,1079.257274987004,96.0,0.0,-2.0
640,1237.8233199553838,94.0,0.0,-2.0
641,1389.9729887319472,92.0,0.0,-2.0
642,1534.766863509104,90.0,0.0,-2.0
643,1671.440510423119,88.0,0.0,-2.0
644,1798.748291617204,86.0,0.0,-2.0
645,1915.9637245142653,84.0,0.0,-2.0
646,2022.4721638079868,82.0,0.0,-2.0
647,2117.8994815918063,80.0,0.0,-2.0
648,2201.8575604791936,78.0,0.0,-2.0
649,2273.664154212054,76.0,0.0,-2.0
650,2332.889222605224,74.0,0.0,-2.0
651,2379.097774262806,72.0,0.0,-2.0
652,2411.85234240862,70.0,0.0,-2.0
653,2430.73133694218,68.0,0.0,-2.0
654,2435.358097709947,66.0,0.0,-2.0
655,2425.4351175011666,64.0,0.0,-2.0
656,2400.77479426543,62.0,0.0,-2.0
657,2361.3213745271905,60.0,0.0,-2.0
658,2312.5489679788584,58.0,0.0,-2.0
659,2254.914358468927,56.0,0.0,-2.0
660,2183.1501207609954,54.0,0.0,-2.0
661,2097.587178713977,52.0,0.0,-2.0
662,1998.5969437145704,50.0,0.0,-2.0
663,1886.5647334743242,48.0,0.0,-2.0
664,1761.8736371724567,46.0,0.0,-2.0
665,1624.9018085298776,44.0,0.0,-2.0
666,1476.0352246341197,42.0,0.0,-2.0
667,1315.6910856770958,40.0,0.0,-2.0
668,1144.3488625459026,38.0,0.0,-2.0
669,962.5870536664676,36.0,0.0,-2.0
670,778.5134040711953,34.0,0.0,-2.0
671,594.3622142642108,32.0,0.0,-2.0
672,403.44649307131505,30.0,0.0,-2.0
673,253.51458321006527,28.0,0.0,-2.0
674,467.0522670148543,26.0,0.0,-2.0
675,691.3200733384907,24.0,0.0,-2.0
676,921.1109255143456,22.0,0.0,-2.0
677,1155.3689370117202,20.0,0.0,-2.0
678,1393.472483538482,18.0,0.0,-2.0
679,1635.063630114039,16.0,0.0,-2.0
680,1880.0912594783656,14.0,0.0,-2.0
681,2138.062173611853,12.0,0.0,-2.0
682,2406.418444632468,10.0,0.0,-2.0
683,2678.136122025277,8.0,0.0,-2.0
684,2970.5316092225303,6.0,0.0,-2.0
685,3202.492582510485,4.0,0.0,-2.0
686,3534.2034540165887,2.0,0.0,-2.0
687,2618.3434548407845,0.0,0.0,-2.0
688,2614.4076025528984,0.0,2.0,-2.0
689,2982.6457899653315,0.0,4.0,-2.0
690,2982.6453201222034,0.0,6.0,-2.0
691,2614.405516240974,0.0,8.0,-2.0
692,2618.3412740724166,0.0,10.0,-2.0
693,749.0290886826973,100.0,0.0,-2.0
694,753.8407503435241,100.0,2.0,-2.0
695,745.1777981444596,100.0,4.0,-2.0
696,745.1779533937499,100.0,6.0,-2.0
697,753.8412831692964,100.0,8.0,-2.0
698,749.028995894022,100.0,10.0,-2.0
699,59.39982433671995,100.0,8.0,-1.0
700,68.06813379382139,100.0,6.0,-1.0
701,68.06811741508207,100.0,4.0,-1.0
702,59.39999895770756,100.0,2.0,-1.0
703,753.8407151716392,100.0,2.0,0.0
704,745.1777709520837,100.0,4.0,0.0
705,745.1779424020249,100.0,6.0,0.0
706,753.84126548422,100.0,8.0,0.0
707,183.22944912452817,100.0,10.0,-1.0
708,749.029062257405,100.0,10.0,0.0
709,749.0290466673338,100.0,0.0,0.0
710,183.22700832109177,100.0,0.0,-1.0
711,169.12204909685138,0.0,2.0,-1.0
712,274.1694910029253,0.0,4.0,-1.0
713,274.16951680288435,0.0,6.0,-1.0
714,169.12233961102777,0.0,8.0,-1.0
715,2614.4075508712453,0.0,2.0,0.0
716,2982.645927196495,0.0,4.0,0.0
717,2982.645344189295,0.0,6.0,0.0
718,2614.4055604043424,0.0,8.0,0.0
719,1176.4092466370623,0.0,10.0,-1.0
720,2618.3412339896236,0.0,10.0,0.0
721,2618.3433362697187,0.0,0.0,0.0
722,1176.408683879254,0.0,0.0,-1.0
723,579.9296134858564,2.0,0.0,-1.0
724,70.74379956408522,4.0,0.0,-1.0
725,90.6117721110341,6.0,0.0,-1.0
726,176.430674449231,8.0,0.0,-1.0
727,216.5259133942556,10.0,0.0,-1.0
728,242.6385163126069,12.0,0.0,-1.0
729,255.22564219653776,14.0,0.0,-1.0
730,260.9755484771223,16.0,0.0,-1.0
731,262.3682007458635,18.0,0.0,-1.0
732,261.11177047431437,20.0,0.0,-1.0
733,258.03582625105975,22.0,0.0,-1.0
734,253.58903976622042,24.0,0.0,-1.0
735,248.00042646748133,26.0,0.0,-1.0
736,241.3850363543208,28.0,0.0,-1.0
737,234.06649316787727,30.0,0.0,-1.0
738,226.09721127620898,32.0,0.0,-1.0
739,217.2506230855644,34.0,0.0,-1.0
740,207.5961234923643,36.0,0.0,-1.0
741,197.21548188748287,38.0,0.0,-1.0
742,186.1927807667926,40.0,0.0,-1.0
743,174.6033512163473,42.0,0.0,-1.0
744,162.50473063023944,44.0,0.0,-1.0
745,149.93238587811763,46.0,0.0,-1.0
746,136.90133959634727,48.0,0.0,-1.0
747,123.41340829424986,50.0,0.0,-1.0
748,109.46849431789818,52.0,0.0,-1.0
749,95.07731129433421,54.0,0.0,-1.0
750,80.27259358892915,56.0,0.0,-1.0
751,65.13539828827592,58.0,0.0,-1.0
