NodeID,Corrected SVM (MPa),X,Y,Z
365,277.9682370271942,56.0,2.0,0.0
366,310.5476122594273,54.0,2.0,0.0
367,343.4001692858879,52.0,2.0,0.0
368,376.5147845523485,50.0,2.0,0.0
369,409.9028168457577,48.0,2.0,0.0
370,443.5143682920448,46.0,2.0,0.0
371,477.3245710316266,44.0,2.0,0.0
372,511.3066329422641,42.0,2.0,0.0
373,545.4342729020643,40.0,2.0,0.0
374,579.6842353505546,38.0,2.0,0.0
375,614.0356561177399,36.0,2.0,0.0
376,648.4797062200784,34.0,2.0,0.0
377,683.0095659657385,32.0,2.0,0.0
378,717.6227106243304,30.0,2.0,0.0
379,752.3182701544457,28.0,2.0,0.0
380,787.093027936188,26.0,2.0,0.0
381,814.4424369530666,24.0,2.0,0.0
382,817.2581820841384,22.0,2.0,0.0
383,820.172393359237,20.0,2.0,0.0
384,823.1779080923922,18.0,2.0,0.0
385,826.2630630762159,16.0,2.0,0.0
386,829.412501627171,14.0,2.0,0.0
387,832.5931523447941,12.0,2.0,0.0
388,835.8002778432341,10.0,2.0,0.0
389,838.4562319135339,8.0,2.0,0.0
390,841.2471811094749,6.0,2.0,0.0
391,842.8849075019731,4.0,2.0,0.0
392,848.2335810236611,2.0,2.0,0.0
393,848.2290547622755,2.0,2.0,-2.0
394,842.8804767918158,4.0,2.0,-2.0
395,841.2430548826534,6.0,2.0,-2.0
396,838.452294351434,8.0,2.0,-2.0
397,835.7957577888844,10.0,2.0,-2.0
398,832.588884618696,12.0,2.0,-2.0
399,829.4084834756753,14.0,2.0,-2.0
400,826.2592874135211,16.0,2.0,-2.0
401,823.1743731502572,18.0,2.0,-2.0
402,820.1690923134122,20.0,2.0,-2.0
403,817.2551078211001,22.0,2.0,-2.0
404,814.4395765143073,24.0,2.0,-2.0
405,787.058396460372,26.0,2.0,-2.0
406,752.2849535511339,28.0,2.0,-2.0
407,717.5907733644899,30.0,2.0,-2.0
408,682.9789371004365,32.0,2.0,-2.0
409,648.4503983460511,34.0,2.0,-2.0
410,614.0076313678852,36.0,2.0,-2.0
411,579.657510578384,38.0,2.0,-2.0
412,545.4087862520549,40.0,2.0,-2.0
413,511.28237913133205,42.0,2.0,-2.0
414,477.30155076378935,44.0,2.0,-2.0
415,443.49252651378896,46.0,2.0,-2.0
416,409.8821538375694,48.0,2.0,-2.0
417,376.49525287062227,50.0,2.0,-2.0
418,343.38176630607063,52.0,2.0,-2.0
419,310.53031055774136,54.0,2.0,-2.0
420,277.95200956716064,56.0,2.0,-2.0
421,245.65584012391525,58.0,2.0,-2.0
422,213.6553856485651,60.0,2.0,-2.0
423,182.02532548267575,62.0,2.0,-2.0
424,150.7841006145513,64.0,2.0,-2.0
425,120.29930557397323,66.0,2.0,-2.0
426,92.82301241571905,68.0,2.0,-2.0
427,83.65519895788958,70.0,2.0,-2.0
428,106.08036874087034,72.0,2.0,-2.0
429,132.22034920235464,74.0,2.0,-2.0
430,158.56264118113458,76.0,2.0,-2.0
431,184.78945990155353,78.0,2.0,-2.0
432,210.75452389426258,80.0,2.0,-2.0
433,236.35692583195285,82.0,2.0,-2.0
434,261.62215068544674,84.0,2.0,-2.0
435,286.4502317187659,86.0,2.0,-2.0
436,310.84891945078067,88.0,2.0,-2.0
437,334.8531191265898,90.0,2.0,-2.0
438,358.38092493716493,92.0,2.0,-2.0
439,381.4153894938837,94.0,2.0,-2.0
440,403.9628418344069,96.0,2.0,-2.0
441,426.0215265621114,98.0,2.0,-2.0
442,847.4998516106077,2.0,4.0,-2.0
443,837.5997072750439,4.0,4.0,-2.0
444,838.1340136053933,6.0,4.0,-2.0
445,836.5797502855279,8.0,4.0,-2.0
446,834.5591251324464,10.0,4.0,-2.0
447,831.9044243692302,12.0,4.0,-2.0
448,829.0300767182702,14.0,4.0,-2.0
449,826.0448726385773,16.0,4.0,-2.0
450,823.0487004738882,18.0,4.0,-2.0
451,820.0912122751726,20.0,4.0,-2.0
452,817.2030112413141,22.0,4.0,-2.0
453,814.4013544297902,24.0,4.0,-2.0
454,786.6553061900723,26.0,4.0,-2.0
455,751.9197092942513,28.0,4.0,-2.0
456,717.2398705543193,30.0,4.0,-2.0
457,682.6291997468414,32.0,4.0,-2.0
458,648.0945726197799,34.0,4.0,-2.0
459,613.6418937759953,36.0,4.0,-2.0
460,579.2794278958664,38.0,4.0,-2.0
461,545.0154383214805,40.0,4.0,-2.0
462,510.87159598588454,42.0,4.0,-2.0
463,476.8712621599603,44.0,4.0,-2.0
464,443.0395639174055,46.0,4.0,-2.0
465,409.4017497674056,48.0,4.0,-2.0
466,375.9823806489986,50.0,4.0,-2.0
467,342.8270908932398,52.0,4.0,-2.0
468,309.92297400668747,54.0,4.0,-2.0
469,277.27851895391933,56.0,4.0,-2.0
470,244.89844915157565,58.0,4.0,-2.0
471,212.79370086968873,60.0,4.0,-2.0
472,181.01969531746823,62.0,4.0,-2.0
473,149.5850817917528,64.0,4.0,-2.0
474,118.91669868369561,66.0,4.0,-2.0
475,91.49996659376359,68.0,4.0,-2.0
476,83.63357347989155,70.0,4.0,-2.0
477,104.63953408857525,72.0,4.0,-2.0
478,130.98807378077427,74.0,4.0,-2.0
479,157.51315674068852,76.0,4.0,-2.0
480,183.87255551774084,78.0,4.0,-2.0
481,209.93844902557393,80.0,4.0,-2.0
482,235.6259119672399,82.0,4.0,-2.0
483,260.9536708265529,84.0,4.0,-2.0
484,285.83557790845794,86.0,4.0,-2.0
485,310.27388331172466,88.0,4.0,-2.0
486,334.30925960702046,90.0,4.0,-2.0
487,357.8594948762643,92.0,4.0,-2.0
488,380.90608131501546,94.0,4.0,-2.0
489,403.5146411755378,96.0,4.0,-2.0
490,425.8130109919338,98.0,4.0,-2.0
491,847.4998516224806,2.0,6.0,-2.0
492,837.5997072271243,4.0,6.0,-2.0
493,838.1340133605285,6.0,6.0,-2.0
494,836.5797486035383,8.0,6.0,-2.0
495,834.5591248785466,10.0,6.0,-2.0
496,831.9044243990967,12.0,6.0,-2.0
497,829.0300764773426,14.0,6.0,-2.0
498,826.0448726769297,16.0,6.0,-2.0
499,823.0487005524325,18.0,6.0,-2.0
500,820.0912123093485,20.0,6.0,-2.0
501,817.2030094524051,22.0,6.0,-2.0
502,814.4013543499884,24.0,6.0,-2.0
503,786.6553050707294,26.0,6.0,-2.0
504,751.9197082943447,28.0,6.0,-2.0
505,717.2398591948421,30.0,6.0,-2.0
506,682.6292001565482,32.0,6.0,-2.0
507,648.0945717855697,34.0,6.0,-2.0
508,613.6418824306459,36.0,6.0,-2.0
509,579.2794151283201,38.0,6.0,-2.0
510,545.0154386829241,40.0,6.0,-2.0
511,510.87159644278984,42.0,6.0,-2.0
512,476.87126258992777,44.0,6.0,-2.0
513,443.0395644243248,46.0,6.0,-2.0
514,409.4017502192927,48.0,6.0,-2.0
515,375.98238101348943,50.0,6.0,-2.0
516,342.82708989974043,52.0,6.0,-2.0
517,309.9229694066807,54.0,6.0,-2.0
518,277.2785193074123,56.0,6.0,-2.0
519,244.89844688956495,58.0,6.0,-2.0
520,212.79370005894103,60.0,6.0,-2.0
521,181.01969195433222,62.0,6.0,-2.0
522,149.58507973972718,64.0,6.0,-2.0
523,118.91669610891802,66.0,6.0,-2.0
524,91.49996519433834,68.0,6.0,-2.0
525,83.63357087398768,70.0,6.0,-2.0
526,104.63953335959297,72.0,6.0,-2.0
527,130.98807401000101,74.0,6.0,-2.0
528,157.5131568773807,76.0,6.0,-2.0
529,183.8725580054865,78.0,6.0,-2.0
530,209.93844907477043,80.0,6.0,-2.0
531,235.625911976814,82.0,6.0,-2.0
532,260.9536708444161,84.0,6.0,-2.0
533,285.83557677136383,86.0,6.0,-2.0
534,310.2738835039812,88.0,6.0,-2.0
535,334.3092637208939,90.0,6.0,-2.0
536,357.859494849646,92.0,6.0,-2.0
537,380.90608162634896,94.0,6.0,-2.0
538,403.51464063122546,96.0,6.0,-2.0
539,425.81301181118073,98.0,6.0,-2.0
540,848.2290544419686,2.0,8.0,-2.0
541,842.8804764201604,4.0,8.0,-2.0
542,841.2430543785465,6.0,8.0,-2.0
543,838.4522944027999,8.0,8.0,-2.0
544,835.7957573159607,10.0,8.0,-2.0
545,832.5888844520578,12.0,8.0,-2.0
546,829.4084833008387,14.0,8.0,-2.0
547,826.2592872410698,16.0,8.0,-2.0
548,823.1743727498432,18.0,8.0,-2.0
549,820.1690921628153,20.0,8.0,-2.0
550,817.2551043050664,22.0,8.0,-2.0
551,814.4395764938075,24.0,8.0,-2.0
552,787.058393323833,26.0,8.0,-2.0
553,752.2849520684872,28.0,8.0,-2.0
554,717.5907717220914,30.0,8.0,-2.0
555,682.9789253172182,32.0,8.0,-2.0
556,648.4503968300801,34.0,8.0,-2.0
557,614.0076299272789,36.0,8.0,-2.0
558,579.6575061000144,38.0,8.0,-2.0
559,545.4087832298877,40.0,8.0,-2.0
560,511.2823760577985,42.0,8.0,-2.0
561,477.30153866842323,44.0,8.0,-2.0
562,443.49252335280966,46.0,8.0,-2.0
563,409.8821405141542,48.0,8.0,-2.0
564,376.49525154107374,50.0,8.0,-2.0
565,343.3817594838736,52.0,8.0,-2.0
566,310.5303088766901,54.0,8.0,-2.0
567,277.95200457969025,56.0,8.0,-2.0
568,245.65583462938585,58.0,8.0,-2.0
569,213.65538189788924,60.0,8.0,-2.0
570,182.02532252746707,62.0,8.0,-2.0
571,150.7840976532461,64.0,8.0,-2.0
572,120.29930146743645,66.0,8.0,-2.0
573,92.82301161299539,68.0,8.0,-2.0
574,83.65519981458074,70.0,8.0,-2.0
575,106.08037037032597,72.0,8.0,-2.0
576,132.22035031974025,74.0,8.0,-2.0
577,158.5626444072497,76.0,8.0,-2.0
578,184.78946150073727,78.0,8.0,-2.0
579,210.7545278630635,80.0,8.0,-2.0
580,236.35692146579072,82.0,8.0,-2.0
581,261.6221486616824,84.0,8.0,-2.0
582,286.4502308715949,86.0,8.0,-2.0
583,310.8489187649713,88.0,8.0,-2.0
584,334.8531222843597,90.0,8.0,-2.0
585,358.38092565465877,92.0,8.0,-2.0
586,381.41538717615305,94.0,8.0,-2.0
587,403.96284269857364,96.0,8.0,-2.0
588,426.0215286210963,98.0,8.0,-2.0
589,425.757239560693,98.0,10.0,-2.0
590,403.9913375835634,96.0,10.0,-2.0
591,381.36373180239957,94.0,10.0,-2.0
592,358.29232177644764,92.0,10.0,-2.0
593,334.71489681120494,90.0,10.0,-2.0
594,310.66649337210436,88.0,10.0,-2.0
595,286.2233724726401,86.0,10.0,-2.0
596,261.34133205142416,84.0,10.0,-2.0
597,236.01656962247628,82.0,10.0,-2.0
598,210.33440294783264,80.0,10.0,-2.0
599,184.27440261006154,78.0,10.0,-2.0
600,157.92307823025357,76.0,10.0,-2.0
601,131.4107896103458,74.0,10.0,-2.0
602,105.07768628960471,72.0,10.0,-2.0
603,83.65448623322676,70.0,10.0,-2.0
604,91.57765045711733,68.0,10.0,-2.0
605,118.987330192953,66.0,10.0,-2.0
606,149.6287822033876,64.0,10.0,-2.0
607,181.0419346963722,62.0,10.0,-2.0
608,212.79998556574094,60.0,10.0,-2.0
609,244.89417185791072,58.0,10.0,-2.0
610,277.2660046778287,56.0,10.0,-2.0
611,309.9058042442401,54.0,10.0,-2.0
612,342.8091646580826,52.0,10.0,-2.0
613,375.96774584124586,50.0,10.0,-2.0
614,409.3954671151044,48.0,10.0,-2.0
615,443.04304814866066,46.0,10.0,-2.0
616,476.8860275835284,44.0,10.0,-2.0
617,510.8977039189189,42.0,10.0,-2.0
618,545.0514423805712,40.0,10.0,-2.0
619,579.3250076190322,38.0,10.0,-2.0
620,613.6996743421745,36.0,10.0,-2.0
621,648.1653236104898,34.0,10.0,-2.0
622,682.7173652311373,32.0,10.0,-2.0
623,717.3565453467006,30.0,10.0,-2.0
624,752.0876193024129,28.0,10.0,-2.0
625,786.9166919204102,26.0,10.0,-2.0
626,814.4355156038672,24.0,10.0,-2.0
627,817.2634544201325,22.0,10.0,-2.0
628,820.2002780735526,20.0,10.0,-2.0
629,823.2472875194018,18.0,10.0,-2.0
630,826.4090239694083,16.0,10.0,-2.0
631,829.6969644103398,14.0,10.0,-2.0
632,833.1310948429747,12.0,10.0,-2.0
633,836.7255476686092,10.0,10.0,-2.0
634,839.8706834919122,8.0,10.0,-2.0
635,843.6388742496787,6.0,10.0,-2.0
636,845.7273830190347,4.0,10.0,-2.0
637,850.0806241103058,2.0,10.0,-2.0
638,425.75723801945384,98.0,0.0,-2.0
639,403.9913421546936,96.0,0.0,-2.0
640,381.36373349496415,94.0,0.0,-2.0
641,358.2923236475569,92.0,0.0,-2.0
642,334.7148990144796,90.0,0.0,-2.0
643,310.6664956152324,88.0,0.0,-2.0
644,286.2233746700136,86.0,0.0,-2.0
645,261.34133661449414,84.0,0.0,-2.0
646,236.0165643084199,82.0,0.0,-2.0
647,210.33440795130286,80.0,0.0,-2.0
648,184.27440026042342,78.0,0.0,-2.0
649,157.92308287767335,76.0,0.0,-2.0
650,131.4107893896924,74.0,0.0,-2.0
651,105.07768603041964,72.0,0.0,-2.0
652,83.65449045885474,70.0,0.0,-2.0
653,91.57765410433659,68.0,0.0,-2.0
654,118.98733472077112,66.0,0.0,-2.0
655,149.62879155251986,64.0,0.0,-2.0
656,181.04194382147392,62.0,0.0,-2.0
657,212.79999499657112,60.0,0.0,-2.0
658,244.8941815273073,58.0,0.0,-2.0
659,277.26600626997725,56.0,0.0,-2.0
660,309.9058192693124,54.0,0.0,-2.0
661,342.80917963050524,52.0,0.0,-2.0
662,375.96775076225504,50.0,0.0,-2.0
663,409.3954817803549,48.0,0.0,-2.0
664,443.0430526299676,46.0,0.0,-2.0
665,476.8860524159669,44.0,0.0,-2.0
666,510.89772600492944,42.0,0.0,-2.0
667,545.05146715577,40.0,0.0,-2.0
668,579.3250088971462,38.0,0.0,-2.0
669,613.6996991102881,36.0,0.0,-2.0
670,648.1653278579028,34.0,0.0,-2.0
671,682.717369124974,32.0,0.0,-2.0
672,717.3565908572393,30.0,0.0,-2.0
673,752.0876439208383,28.0,0.0,-2.0
674,786.9166956721044,26.0,0.0,-2.0
675,814.4355159352868,24.0,0.0,-2.0
676,817.2634615416728,22.0,0.0,-2.0
677,820.2002784262465,20.0,0.0,-2.0
678,823.2472884038149,18.0,0.0,-2.0
679,826.4090238462694,16.0,0.0,-2.0
680,829.6969653742658,14.0,0.0,-2.0
681,833.1310958079592,12.0,0.0,-2.0
682,836.7255518156984,10.0,0.0,-2.0
683,839.8706843497337,8.0,0.0,-2.0
684,843.6388746442498,6.0,0.0,-2.0
685,845.7273839631213,4.0,0.0,-2.0
686,850.0806250388479,2.0,0.0,-2.0
687,818.4928765060904,0.0,0.0,-2.0
688,817.6430579324008,0.0,2.0,-2.0
689,830.3719739663338,0.0,4.0,-2.0
690,830.3719735502389,0.0,6.0,-2.0
691,817.6430564751743,0.0,8.0,-2.0
692,818.492875814392,0.0,10.0,-2.0
693,446.94292403788944,100.0,0.0,-2.0
694,446.7284274976536,100.0,2.0,-2.0
695,446.5577958455067,100.0,4.0,-2.0
696,446.5577758279009,100.0,6.0,-2.0
697,446.7284484482386,100.0,8.0,-2.0
698,446.94288082186193,100.0,10.0,-2.0
699,8.026320060486148,100.0,8.0,-1.0
700,8.576046009991606,100.0,6.0,-1.0
701,8.57604499262715,100.0,4.0,-1.0
702,8.026316166587621,100.0,2.0,-1.0
703,446.883858941162,100.0,2.0,0.0
704,446.71598171778953,100.0,4.0,0.0
705,446.7159817537801,100.0,6.0,0.0
706,446.8838591534466,100.0,8.0,0.0
707,24.749451279178913,100.0,10.0,-1.0
708,447.10054179615616,100.0,10.0,0.0
709,447.10058174048436,100.0,0.0,0.0
710,24.7494578042081,100.0,0.0,-1.0
711,72.86960731248703,0.0,2.0,-1.0
712,104.88385100113827,0.0,4.0,-1.0
713,104.88385090325455,0.0,6.0,-1.0
714,72.86960647442137,0.0,8.0,-1.0
715,817.6479111226216,0.0,2.0,0.0
716,830.3784298539358,0.0,4.0,0.0
717,830.3784286542843,0.0,6.0,0.0
718,817.6479145153681,0.0,8.0,0.0
719,438.75501732242606,0.0,10.0,-1.0
720,818.4961955825984,0.0,10.0,0.0
721,818.4961947256485,0.0,0.0,0.0
722,438.7550164391712,0.0,0.0,-1.0
723,268.48886355336424,2.0,0.0,-1.0
724,75.05358167957714,4.0,0.0,-1.0
725,34.360395087801045,6.0,0.0,-1.0
726,5.077107387322198,8.0,0.0,-1.0
727,17.00354779234276,10.0,0.0,-1.0
728,25.24057093797667,12.0,0.0,-1.0
729,30.327711664802802,14.0,0.0,-1.0
730,33.2435031220212,16.0,0.0,-1.0
731,34.83700621743974,18.0,0.0,-1.0
732,35.70912662672538,20.0,0.0,-1.0
733,36.16678291510313,22.0,0.0,-1.0
734,36.391807470449045,24.0,0.0,-1.0
735,36.48594984255338,26.0,0.0,-1.0
736,36.50818493657296,28.0,0.0,-1.0
737,36.491886768686776,30.0,0.0,-1.0
738,36.454989500073715,32.0,0.0,-1.0
739,36.40541620689427,34.0,0.0,-1.0
740,36.34457832877503,36.0,0.0,-1.0
741,36.268919549476536,38.0,0.0,-1.0
742,36.17455172472864,40.0,0.0,-1.0
743,36.061724599642325,42.0,0.0,-1.0
744,35.92535338523247,44.0,0.0,-1.0
745,35.763071941123265,46.0,0.0,-1.0
746,35.57574698232487,48.0,0.0,-1.0
747,35.366499238506265,50.0,0.0,-1.0
748,35.14005305649734,52.0,0.0,-1.0
749,34.90161679160048,54.0,0.0,-1.0
750,34.655940399679324,56.0,0.0,-1.0
751,34.406790582635985,58.0,0.0,-1.0
752,34.15316112713816,60.0,0.0,-1.0
753,33.8928961461555,62.0,0.0,-1.0
754,33.621715251417854,64.0,0.0,-1.0
755,33.334066412986026,66.0,0.0,-1.0
756,33.02434384908692,68.0,0.0,-1.0
757,32.68783579616451,70.0,0.0,-1.0
758,32.322399757939316,72.0,0.0,-1.0
759,31.928836240547955,74.0,0.0,-1.0
760,31.509402527598585,76.0,0.0,-1.0
761,31.0685809537877,78.0,0.0,-1.0
762,30.61200516761109,80.0,0.0,-1.0
763,30.145151125096238,82.0,0.0,-1.0
764,29.67192011940718,84.0,0.0,-1.0
765,29.19359371829083,86.0,0.0,-1.0
766,28.709366658026074,88.0,0.0,-1.0
767,28.2125790305799,90.0,0.0,-1.0
768,27.71172954110688,92.0,0.0,-1.0
769,27.15552105598467,94.0,0.0,-1.0
770,26.740646652787145,96.0,0.0,-1.0
771,25.647504184482,98.0,0.0,-1.0
772,850.0854431468761,2.0,0.0,0.0
773,845.7320699606146,4.0,0.0,0.0
774,843.6432755620713,6.0,0.0,0.0
775,839.8747994357454,8.0,0.0,0.0
776,836.7294405966106,10.0,0.0,0.0
777,833.1355538181332,12.0,0.0,0.0
778,829.7011566627,14.0,0.0,0.0
779,826.4129570663208,16.0,0.0,0.0
780,823.2509697281163,18.0,0.0,0.0
781,820.2037150354791,20.0,0.0,0.0
782,817.2666603885983,22.0,0.0,0.0
783,814.4384834628077,24.0,0.0,0.0
784,786.9526923931596,26.0,0.0,0.0
785,752.122181886216,28.0,0.0,0.0
786,717.3896993724068,30.0,0.0,0.0
787,682.7490859978988,32.0,0.0,0.0
788,648.1956768084287,34.0,0.0,0.0
789,613.7286848922777,36.0,0.0,0.0
790,579.3526290250834,38.0,0.0,0.0
791,545.0777628340157,40.0,0.0,0.0
792,510.9227223195306,42.0,0.0,0.0
793,476.9097919330186,44.0,0.0,0.0
794,443.06555686226034,46.0,0.0,0.0
795,409.41674048623116,48.0,0.0,0.0
796,375.9878123168666,50.0,0.0,0.0
797,342.82805755239457,52.0,0.0,0.0
798,309.92354589838766,54.0,0.0,0.0
799,277.2826194825385,56.0,0.0,0.0
800,244.90968662270512,58.0,0.0,0.0
801,212.81441540868994,60.0,0.0,0.0
802,181.05530814261482,62.0,0.0,0.0
803,149.64111499418155,64.0,0.0,0.0
804,118.99842769075485,66.0,0.0,0.0
805,91.58699544281315,68.0,0.0,0.0
806,83.65835139447054,70.0,0.0,0.0
807,105.07542747727663,72.0,0.0,0.0
808,131.4090812309434,74.0,0.0,0.0
809,157.92206955512552,76.0,0.0,0.0
810,184.27407649629615,78.0,0.0,0.0
811,210.33475903060486,80.0,0.0,0.0
812,236.01763291092834,82.0,0.0,0.0
813,261.34303186486716,84.0,0.0,0.0
