NodeID,S3_Min,X,Y,Z
2957,-172.20100773899594,52.0,0.0,-0.5
2958,-20.079934422707538,55.0,0.0,-1.0
2959,-155.8190657909119,54.0,0.0,-0.5
2960,-19.937353170999028,57.0,0.0,-1.0
2961,-139.58410701212784,56.0,0.0,-0.5
2962,-19.792399503026015,59.0,0.0,-1.0
2963,-123.50412952637734,58.0,0.0,-0.5
2964,-19.6442276305654,61.0,0.0,-1.0
2965,-107.58958055826353,60.0,0.0,-0.5
2966,-19.490979725705298,63.0,0.0,-1.0
2967,-91.88753801988884,62.0,0.0,-0.5
2968,-19.329817558365438,65.0,0.0,-1.0
2969,-76.417598418092,64.0,0.0,-0.5
2970,-19.157520281011333,67.0,0.0,-1.0
2971,-61.325274197224275,66.0,0.0,-0.5
2972,-18.971109570352123,69.0,0.0,-1.0
2973,-47.23888389182609,68.0,0.0,-0.5
2974,-18.768606837135543,71.0,0.0,-1.0
2975,-41.84488969933403,70.0,0.0,-0.5
2976,-18.549624749607172,73.0,0.0,-1.0
2977,-54.149093383411994,72.0,0.0,-0.5
2978,-18.315046155430338,75.0,0.0,-1.0
2979,-67.04342846304637,74.0,0.0,-0.5
2980,-18.066816677262857,77.0,0.0,-1.0
2981,-80.06875024894099,76.0,0.0,-0.5
2982,-17.807856905197003,79.0,0.0,-1.0
2983,-93.07420268838479,78.0,0.0,-0.5
2984,-17.541373277896977,81.0,0.0,-1.0
2985,-105.97353998852665,80.0,0.0,-0.5
2986,-17.270075543171888,83.0,0.0,-1.0
2987,-118.70414657641504,82.0,0.0,-0.5
2988,-16.995451721877792,85.0,0.0,-1.0
2989,-131.28449702541982,84.0,0.0,-0.5
2990,-16.717667813194126,87.0,0.0,-1.0
2991,-143.65294022982164,86.0,0.0,-0.5
2992,-16.434482009481865,89.0,0.0,-1.0
2993,-155.81787307281138,88.0,0.0,-0.5
2994,-16.14670807408533,91.0,0.0,-1.0
2995,-167.79049923827242,90.0,0.0,-0.5
2996,-15.841253036443245,93.0,0.0,-1.0
2997,-179.53128475926496,92.0,0.0,-0.5
2998,-15.563545367040412,95.0,0.0,-1.0
2999,-191.02953286311265,94.0,0.0,-0.5
3000,-15.11419774365778,97.0,0.0,-1.0
3001,-202.2858287481704,96.0,0.0,-0.5
3002,-213.14894137319814,98.0,0.0,-0.5
3003,-1166.891679420136,3.0,0.0,0.0
3004,-1168.3778201045188,5.0,0.0,0.0
3005,-1129.485331243995,7.0,0.0,0.0
3006,-1091.1793868649124,9.0,0.0,0.0
3007,-1053.3289311689687,11.0,0.0,0.0
3008,-1016.7115588893339,13.0,0.0,0.0
3009,-980.699235761327,15.0,0.0,0.0
3010,-945.0802625914761,17.0,0.0,0.0
3011,-909.6934363433372,19.0,0.0,0.0
3012,-874.4682499115745,21.0,0.0,0.0
3013,-839.3704145325473,23.0,0.0,0.0
3014,-804.3851981340229,25.0,0.0,0.0
3015,-769.5051366794523,27.0,0.0,0.0
3016,-734.7245748163351,29.0,0.0,0.0
3017,-700.0379356665287,31.0,0.0,0.0
3018,-665.4402517543667,33.0,0.0,0.0
3019,-630.9288953048498,35.0,0.0,0.0
3020,-596.5060128629871,37.0,0.0,0.0
3021,-562.1792050996295,39.0,0.0,0.0
3022,-527.9623890122787,41.0,0.0,0.0
3023,-493.87619512994365,43.0,0.0,0.0
3024,-459.945279459049,45.0,0.0,0.0
3025,-426.1960180293264,47.0,0.0,0.0
3026,-392.6539535872196,49.0,0.0,0.0
3027,-359.3559143632084,51.0,0.0,0.0
3028,-326.31919750334504,53.0,0.0,0.0
3029,-293.54081338627435,55.0,0.0,0.0
3030,-261.0267704099215,57.0,0.0,0.0
3031,-228.78028111522684,59.0,0.0,0.0
3032,-196.84456083070185,61.0,0.0,0.0
3033,-165.2221652927601,63.0,0.0,0.0
3034,-134.03860409512848,65.0,0.0,0.0
3035,-104.31093414606252,67.0,0.0,0.0
3036,-85.02758658489363,69.0,0.0,0.0
3037,-91.89979524266262,71.0,0.0,0.0
3038,-118.03113403087812,73.0,0.0,0.0
3039,-144.51636085358365,75.0,0.0,0.0
3040,-170.97917233360837,77.0,0.0,0.0
3041,-197.1919611195891,79.0,0.0,0.0
3042,-223.11262654028468,81.0,0.0,0.0
3043,-248.61179753859412,83.0,0.0,0.0
3044,-273.7333268083024,85.0,0.0,0.0
3045,-298.38673390507023,87.0,0.0,0.0
3046,-322.65027065465324,89.0,0.0,0.0
3047,-346.46340258857333,91.0,0.0,0.0
3048,-369.78988416846335,93.0,0.0,0.0
3049,-392.60138635052124,95.0,0.0,0.0
3050,-414.815356067439,97.0,0.0,0.0
3051,-98.85506334125041,3.0,10.0,-1.0
3052,-583.546721415023,2.0,10.0,-0.5
3053,-31.53903726372994,5.0,10.0,-1.0
3054,-595.9144719611227,4.0,10.0,-0.5
3055,-9.980739932556189,7.0,10.0,-1.0
3056,-574.4514426514913,6.0,10.0,-0.5
3057,-6.236882609904121,9.0,10.0,-1.0
3058,-555.2857115209124,8.0,10.0,-0.5
3059,-12.123426193366566,11.0,10.0,-1.0
3060,-535.9631224637853,10.0,10.0,-0.5
3061,-16.034245913409865,13.0,10.0,-1.0
3062,-517.5646211225215,12.0,10.0,-0.5
3063,-18.345561153520517,15.0,10.0,-1.0
3064,-499.50267531686563,14.0,10.0,-0.5
3065,-19.647848497856025,17.0,10.0,-1.0
3066,-481.675253066551,16.0,10.0,-0.5
3067,-20.36005377082676,19.0,10.0,-1.0
3068,-463.97221491425876,18.0,10.0,-0.5
3069,-20.744329452434144,21.0,10.0,-1.0
3070,-446.35261670614227,20.0,10.0,-0.5
3071,-20.941783994262018,23.0,10.0,-1.0
3072,-428.7963173528422,22.0,10.0,-0.5
3073,-21.03428704197121,25.0,10.0,-1.0
3074,-411.2957886644217,24.0,10.0,-0.5
3075,-21.068237288710012,27.0,10.0,-1.0
3076,-393.84819411299577,26.0,10.0,-0.5
3077,-21.070294021091975,29.0,10.0,-1.0
3078,-376.45175989661,28.0,10.0,-0.5
3079,-21.055269706386266,31.0,10.0,-1.0
3080,-359.1045024829544,30.0,10.0,-0.5
3081,-21.030628514755765,33.0,10.0,-1.0
3082,-341.80414317150144,32.0,10.0,-0.5
3083,-20.999065470779193,35.0,10.0,-1.0
3084,-324.5489883498563,34.0,10.0,-0.5
3085,-20.959961362610287,37.0,10.0,-1.0
3086,-307.33886235506117,36.0,10.0,-0.5
3087,-20.911167314832987,39.0,10.0,-1.0
3088,-290.17667000199924,38.0,10.0,-0.5
3089,-20.851633190558772,41.0,10.0,-1.0
3090,-273.0676905465335,40.0,10.0,-0.5
3091,-20.77996312784378,43.0,10.0,-1.0
3092,-256.0213822485911,42.0,10.0,-0.5
3093,-20.69400673799947,45.0,10.0,-1.0
3094,-239.0498668232271,44.0,10.0,-0.5
3095,-20.59333117043481,47.0,10.0,-1.0
3096,-222.16684351766764,46.0,10.0,-0.5
3097,-20.47908658644966,49.0,10.0,-1.0
3098,-205.38670984299387,48.0,10.0,-0.5
3099,-20.353538204002128,51.0,10.0,-1.0
3100,-188.72305971470132,50.0,10.0,-0.5
3101,-20.219554118591645,53.0,10.0,-1.0
3102,-172.20101993154077,52.0,10.0,-0.5
3103,-20.079942128410433,55.0,10.0,-1.0
3104,-155.81907264157653,54.0,10.0,-0.5
3105,-19.937360435579016,57.0,10.0,-1.0
3106,-139.58411380377586,56.0,10.0,-0.5
3107,-19.792406456372714,59.0,10.0,-1.0
3108,-123.50413739554833,58.0,10.0,-0.5
3109,-19.644234463289177,61.0,10.0,-1.0
3110,-107.58958829221879,60.0,10.0,-0.5
3111,-19.490986589716325,63.0,10.0,-1.0
3112,-91.88754722140604,62.0,10.0,-0.5
3113,-19.32982402168398,65.0,10.0,-1.0
3114,-76.41760624537339,64.0,10.0,-0.5
3115,-19.15752670309673,67.0,10.0,-1.0
3116,-61.32528190896846,66.0,10.0,-0.5
3117,-18.971116450947004,69.0,10.0,-1.0
3118,-47.23889057413463,68.0,10.0,-0.5
3119,-18.76861355613729,71.0,10.0,-1.0
3120,-41.84489409081495,70.0,10.0,-0.5
3121,-18.549631155625953,73.0,10.0,-1.0
3122,-54.14909360507344,72.0,10.0,-0.5
3123,-18.315052722991478,75.0,10.0,-1.0
3124,-67.04342600618509,74.0,10.0,-0.5
3125,-18.066823259646497,77.0,10.0,-1.0
3126,-80.0687501406994,76.0,10.0,-0.5
3127,-17.807863339933068,79.0,10.0,-1.0
3128,-93.07420492750191,78.0,10.0,-0.5
3129,-17.541379867208057,81.0,10.0,-1.0
3130,-105.97354225508631,80.0,10.0,-0.5
3131,-17.270082095979138,83.0,10.0,-1.0
3132,-118.70414894400714,82.0,10.0,-0.5
3133,-16.9954581944158,85.0,10.0,-1.0
3134,-131.2844924181793,84.0,10.0,-0.5
3135,-16.71767401903742,87.0,10.0,-1.0
3136,-143.65294169039717,86.0,10.0,-0.5
3137,-16.434488058606135,89.0,10.0,-1.0
3138,-155.8178686214604,88.0,10.0,-0.5
3139,-16.146714271506525,91.0,10.0,-1.0
3140,-167.79050201672143,90.0,10.0,-0.5
3141,-15.84125867824653,93.0,10.0,-1.0
3142,-179.53128668346775,92.0,10.0,-0.5
3143,-15.563550631966294,95.0,10.0,-1.0
3144,-191.02953478763166,94.0,10.0,-0.5
3145,-15.11420263083479,97.0,10.0,-1.0
3146,-202.2858307073648,96.0,10.0,-0.5
3147,-213.14892491175596,98.0,10.0,-0.5
3148,-1166.8917022646756,3.0,10.0,0.0
3149,-1168.3778409463157,5.0,10.0,0.0
3150,-1129.48533485762,7.0,10.0,0.0
3151,-1091.1794144014107,9.0,10.0,0.0
3152,-1053.3289557626304,11.0,10.0,0.0
3153,-1016.7115657765012,13.0,10.0,0.0
3154,-980.6992427480967,15.0,10.0,0.0
3155,-945.0802666422248,17.0,10.0,0.0
3156,-909.6934405197105,19.0,10.0,0.0
3157,-874.4682541303521,21.0,10.0,0.0
3158,-839.3704172798705,23.0,10.0,0.0
3159,-804.3852009047473,25.0,10.0,0.0
3160,-769.5051498789508,27.0,10.0,0.0
3161,-734.7245984263535,29.0,10.0,0.0
3162,-700.0379503063508,31.0,10.0,0.0
3163,-665.4402561598373,33.0,10.0,0.0
3164,-630.928898282934,35.0,10.0,0.0
3165,-596.5060158535568,37.0,10.0,0.0
3166,-562.1792200041482,39.0,10.0,0.0
3167,-527.9624142652947,41.0,10.0,0.0
3168,-493.8762084736558,43.0,10.0,0.0
3169,-459.9452822326883,45.0,10.0,0.0
3170,-426.196025955113,47.0,10.0,0.0
3171,-392.6539652022011,49.0,10.0,0.0
3172,-359.35592750436257,51.0,10.0,0.0
3173,-326.31920700780245,53.0,10.0,0.0
3174,-293.54081761088946,55.0,10.0,0.0
3175,-261.0267758296652,57.0,10.0,0.0
3176,-228.7802876743265,59.0,10.0,0.0
3177,-196.8445688603773,61.0,10.0,0.0
3178,-165.22217348779228,63.0,10.0,0.0
3179,-134.0386110003195,65.0,10.0,0.0
3180,-104.31094024364475,67.0,10.0,0.0
3181,-85.02759052133968,69.0,10.0,0.0
3182,-91.89979541491452,71.0,10.0,0.0
3183,-118.03113109377128,73.0,10.0,0.0
3184,-144.5163577344867,75.0,10.0,0.0
3185,-170.97917404044657,77.0,10.0,0.0
3186,-197.19196528705174,79.0,10.0,0.0
3187,-223.1126307509813,81.0,10.0,0.0
3188,-248.61179478102125,83.0,10.0,0.0
3189,-273.7333230725881,85.0,10.0,0.0
3190,-298.38673025965005,87.0,10.0,0.0
3191,-322.65026821906434,89.0,10.0,0.0
3192,-346.4634064402479,91.0,10.0,0.0
3193,-369.7898871067648,93.0,10.0,0.0
3194,-392.60138924155206,95.0,10.0,0.0
3195,-414.81534046700943,97.0,10.0,0.0
3196,-47.84133688920163,149.9999822,6.0,-1.0
3197,-1688.9948605760455,149.9999999,6.0,0.0
3198,-175.97714204277185,150.3826729,5.92388621,-1.0
3199,-1432.9444772473316,150.3826833,5.923879569,0.0
3201,-972.5595788320207,150.0000024,6.666666621,0.0
3203,-1012.2272977930575,150.6191169,6.622124721,0.0
3205,-954.6547666142324,150.0000048,7.333333241,0.0
3207,-937.7684304224317,150.8555505,7.320369875,0.0
3209,-923.0590275356402,150.0000073,7.999999862,0.0
3211,-903.1548121518485,151.091984,8.018615026,0.0
3212,-234.4295180876207,150.7071041,5.707113018,-1.0
3213,-850.2865023380914,150.7071067,5.707106845,0.0
3215,-935.0183670018673,151.3080209,6.262035989,0.0
3217,-844.6019710717466,151.9089351,6.816965135,0.0
3219,-826.5718090264184,152.5098492,7.371894277,0.0
3220,-162.6038732910134,150.9238808,5.382685886,-1.0
3221,-275.7492120078303,150.9238795,5.38268351,0.0
3223,-645.7533458414343,151.7980304,5.621588787,0.0
3225,-721.8950555499051,152.6721814,5.860494066,0.0
3227,-769.609610756418,153.5463323,6.099399342,0.0
3228,-68.99498087924555,151.0,5.000000111,-1.0
3229,-23.268950744655648,151.0,5.000000079,0.0
3231,-507.9310430302555,152.0,4.999999952,0.0
3233,-710.0660719337275,153.0,4.999999826,0.0
3235,-766.2583559530212,154.0,4.999999699,0.0
3236,-1615.6396511147655,150.0,6.0,-2.0
3237,-1371.2640574651714,150.3826835,5.923879525,-2.0
3238,-930.3313696237572,150.0000025,6.666666621,-2.000000095
3239,-968.5961563907492,150.6191175,6.622125859,-2.000000095
3240,-913.2048004705398,150.000005,7.333333241,-2.000000095
3241,-897.4787235864405,150.8555516,7.320372192,-2.000000095
3242,-882.9826783582098,150.0000075,7.999999862,-2.000000095
3243,-864.4553695596296,151.0919856,8.018618526,-2.000000095
3244,-814.0238847172677,150.7071068,5.707106753,-2.0
3245,-895.1292559160413,151.3080214,6.262036339,-2.000000095
3246,-808.8175674525548,151.9089361,6.816965925,-2.000000095
3247,-791.7897562597029,152.5098507,7.371895511,-2.000000095
3248,-264.1496582758082,150.9238796,5.382683378,-2.0
3249,-618.4587634831742,151.7980309,5.621588807,-2.000000095
3250,-691.6603585335082,152.6721822,5.860494237,-2.000000095
3251,-737.677218469501,153.5463336,6.099399667,-2.000000095
3252,-24.490290991187212,151.0,4.999999921,-2.0
3253,-486.56949821497426,152.0,4.999999795,-2.000000095
3254,-680.458787269261,153.0,4.999999668,-2.000000095
3255,-734.6465159785097,154.0,4.999999542,-2.000000095
3256,-67.8855548697721,149.0,5.000000133,-1.000000047
3257,-24.520323308737506,149.0000039,4.999999888,0.0
3258,-159.60651813581558,149.0761199,5.382681333,-1.0
3259,-271.32664187751806,149.0761207,5.382683878,0.0
3261,-499.402150848288,148.0000039,4.999999804,0.0
3263,-636.566646036993,148.2019707,5.621593276,0.0
3265,-694.4682617794855,147.0000039,4.999999719,0.0
3267,-708.9200895630347,147.3278208,5.860502677,0.0
3269,-745.8271213783956,146.0000039,4.999999635,0.0
3271,-747.8464895092591,146.4536708,6.099412078,0.0
3272,-229.66192502613976,149.2928899,5.707099816,-1.0
3273,-841.571388592019,149.2928934,5.707106983,0.0
3275,-926.2100749259534,148.6919843,6.262041551,0.0
3277,-833.4839600633186,148.0910752,6.816976125,0.0
3279,-813.9397165750029,147.4901661,7.371910699,0.0
3280,-170.65833606075014,149.6173054,5.92387248,-1.0
3281,-1425.2856981085185,149.6173166,5.923879566,0.0
3283,-1008.822081088098,149.3808888,6.622126793,0.0
3285,-932.8464234735038,149.144461,7.320374023,0.0
3287,-896.798665754427,148.9080332,8.018621252,0.0
3288,-25.56233873999627,149.0000039,4.999999888,-2.000000095
3289,-259.222877046752,149.0761207,5.382683901,-2.0
3290,-477.01104723313097,148.0000039,4.999999804,-2.000000095
3291,-608.165199304872,148.2019703,5.621593466,-1.999999905
3292,-663.0351580758038,147.0000039,4.999999719,-2.000000095
3293,-676.9810426107806,147.32782,5.860503034,-1.999999905
3294,-711.6743027144497,146.0000039,4.999999635,-2.000000095
3295,-713.8085408270506,146.4536697,6.099412604,-2.000000095
3296,-804.3937766387451,149.2928935,5.707107019,-2.0
3297,-885.2667563686465,148.6919838,6.262042219,-1.999999905
3298,-796.3836232800408,148.0910741,6.816977422,-2.000000095
3299,-777.4508692977931,147.4901644,7.371912628,-2.000000095
3300,-1362.8419427336075,149.6173167,5.923879595,-2.0
3301,-964.6961265742775,149.3808884,6.622128037,-2.000000095
3302,-891.9083322789496,149.1444601,7.32037648,-2.000000095
3303,-857.3441736101644,148.9080318,8.018624925,-2.000000095
3304,-162.57327893402,150.9238815,4.61731398,-1.0
3305,-275.6899922274029,150.9238796,4.617316622,0.0
3307,-645.8257723330057,151.7980289,4.378411823,0.0
3309,-721.6250279629855,152.6721782,4.139507021,0.0
3311,-768.0192906930605,153.5463275,3.900602223,0.0
3312,-234.36893402571278,150.707104,4.292887152,-1.0
3313,-850.3602135998217,150.7071068,4.292893247,0.0
3315,-935.0043614993112,151.3080201,3.73796479,0.0
3317,-844.5869437844502,151.9089335,3.183036332,0.0
3319,-824.9896129909677,152.5098468,2.628107878,0.0
3320,-175.88807717021433,150.3826728,4.076114003,-1.0
3321,-1432.959042243939,150.3826835,4.076120475,0.0
3323,-1012.2316269084276,150.6191168,3.37787579,0.0
3325,-937.4539861808101,150.8555501,2.679631103,0.0
3327,-901.2187832782306,151.0919834,1.981386419,0.0
3328,-47.84143432642236,149.9999822,4.0,-1.0
3329,-1689.0332450359024,150.0,4.0,0.0
3331,-972.5072146732211,150.0000025,3.333333302,0.0
3333,-954.9797042044777,150.000005,2.666666603,0.0
3335,-920.2768231342701,150.0000075,1.999999905,0.0
3336,-264.09347095970577,150.9238795,4.61731649,-2.0
3337,-618.5278617242659,151.7980308,4.378410864,-2.000000095
3338,-691.4035653332596,152.6721821,4.139505238,-2.000000095
3339,-736.1577760233074,153.5463334,3.900599612,-2.000000095
3340,-814.0930020719654,150.7071067,4.292893155,-2.0
3341,-895.1148723944075,151.3080213,3.737963437,-2.000000095
3342,-808.8013875958829,151.9089359,3.183033719,-2.000000095
3343,-790.2787921279919,152.5098505,2.628104001,-2.000000095
3344,-1371.2767008633577,150.3826833,4.076120431,-2.0
3345,-968.6001770098397,150.6191174,3.37787401,-2.000000095
3346,-897.1838875496908,150.8555514,2.679627589,-2.000000095
3347,-862.5857309670912,151.0919854,1.981381168,-2.000000095
3348,-1615.6762820930303,149.9999999,4.0,-2.0
3349,-930.2810274612707,150.0000024,3.333333302,-2.000000095
3350,-913.5155652628621,150.0000049,2.666666604,-2.000000095
3351,-880.3216976595047,150.0000074,1.999999906,-2.000000095
3352,-170.54079764817192,149.6173054,4.07612759,-1.0
3353,-1425.4057013591112,149.6173168,4.076120384,0.0
3355,-1008.7984012712521,149.3808893,3.377873792,0.0
3357,-932.355665929392,149.1444618,2.679627198,0.0
3359,-895.4434763386398,148.9080343,1.981380604,0.0
3360,-229.53309435154512,149.29289,4.2929003,-1.0
3361,-841.6097607035131,149.2928935,4.292892903,0.0
3363,-926.3657703735157,148.6919854,3.737959157,0.0
3365,-833.9015674105351,148.0910773,3.183025406,0.0
3367,-811.8355231693224,147.4901691,2.628091655,0.0
3368,-159.6773602939768,149.0761196,4.617318743,-1.0
3369,-271.26138045092017,149.0761207,4.617315944,0.0
3371,-636.4353797646097,148.2019729,4.378407284,0.0
3373,-707.8449183122101,147.3278251,4.139498621,0.0
3375,-749.9990484879679,146.4536773,3.900589957,0.0
3376,-1362.9573308453757,149.6173167,4.076120412,-2.0
3377,-964.6730019173933,149.3808884,3.377871915,-2.000000095
3378,-891.4328347150267,149.1444601,2.679623415,-2.000000095
3379,-856.0683594425877,148.9080318,1.981374914,-2.000000095
3380,-804.4325435557921,149.2928935,4.292892939,-2.0
3381,-885.4155044124772,148.6919838,3.737957665,-1.999999905
3382,-796.7817998587831,148.0910742,3.183022388,-2.000000095
3383,-775.4409351909097,147.4901645,2.628087107,-2.000000095
3384,-259.1611236213719,149.0761207,4.617315967,-2.0
3385,-608.0412116432681,148.2019704,4.378406268,-1.999999905
3386,-675.953831996223,147.3278201,4.139496567,-1.999999905
3387,-715.8639844787488,146.4536698,3.900586863,-2.000000095
3388,-775.8157168389135,168.1734953,4.051942149,-2.0
3389,-775.8724993984076,168.0757434,6.108118129,-2.0
3390,-776.466258157561,166.2091419,4.04056598,-2.0
3391,-776.5106477147115,166.1871408,6.056913926,-2.0
3396,-775.9491197766511,168.0151406,2.002507546,-2.0
3397,-776.5688551029266,166.1495325,2.016493579,-2.0
3400,-773.3949677451883,171.428574,0.0,-2.0
3401,-771.0358308063421,173.2142883,0.0,-2.0
3402,-773.069905053525,171.5147769,1.672114786,-2.0
3403,-771.3016374483714,173.1308379,1.720916771,-2.0
3404,-1.6154591343876892,171.4285714,0.0,-1.0
3405,-1.8633621114418863,173.2142857,0.0,-1.0
3408,-774.85035169396,169.6428597,0.0,-2.0
3409,-774.7639121595766,169.8929094,1.931714398,-2.0
3410,-1.4091637673743735,169.6428571,0.0,-1.0
3412,-776.566007039696,166.071431,0.0,-2.0
3413,-775.9823862451387,167.8571454,0.0,-2.0
3414,-1.242021781078531,166.0714286,0.0,-1.0
3415,-1.2116811876040297,167.8571429,0.0,-1.0
3416,-773.8247722023129,170.3988604,4.052235259,-2.0
3417,-773.8704883508017,171.6161825,3.034296086,-2.0
3420,-770.8173103997048,172.9349102,3.378538212,-2.0
3421,-772.6358743228902,172.3302447,5.003343909,-2.0
3424,-733.8804895060355,187.5000028,0.0,-2.0
3425,-726.78296128253,189.2857171,0.0,-2.0
3426,-733.8522544736248,187.4994168,1.999568836,-2.0
3427,-726.7553746044376,189.2856227,1.999931811,-2.0
3428,-4.503827976585847,187.5,0.0,-1.0
3429,-4.830773229001071,189.2857143,0.0,-1.0
3432,-740.4649337885304,185.7142885,0.0,-2.0
3433,-740.4378736682361,185.7128225,1.998892146,-2.0
3434,-4.1624881433453,185.7142857,0.0,-1.0
3436,-740.2718019116963,145.0349625,2.073121996,-2.000000043
3437,-732.6465079281071,144.9213933,3.726146829,-2.000000057
3440,-773.1750031291151,146.4285736,0.0,-2.0
3441,-743.7239767097876,144.6428593,0.0,-2.0
3442,-10.842051638863289,146.4285714,0.0,-1.0
3443,-10.070065660018564,144.6428571,0.0,-1.0
3444,-774.5399051680655,169.9908665,6.238347865,-2.0
3446,-772.3081680161736,171.7223155,6.626069336,-2.0
3448,-733.7242246721928,187.4992192,3.999451388,-2.0
3449,-740.3082545414696,185.7121006,3.998451233,-2.0
3452,-726.6309669837818,189.2856254,3.999937261,-2.0
3454,-793.3526107668736,153.1069952,8.450949766,-2.000000046
3455,-791.23485761501,153.5714309,10.0,-2.0
3456,-840.7799594958872,151.4887317,8.844082237,-2.000000047
3457,-831.3206271550287,151.7857165,10.0,-2.0
3459,-4.384802432205979,153.5714286,10.00000022,-1.0
3461,-5.560561815884828,151.7857143,10.00000022,-1.0
3462,-453.2856137534763,103.5714298,7.999999969,-2.0
3463,-453.0231626634189,103.5714296,5.99999996,-2.0
3464,-470.5997912650098,105.3571443,7.999999986,-2.0
3465,-470.4072691792174,105.3571442,5.99999998,-2.0
3470,-470.51898603627114,105.3571444,10.0,-2.0
3471,-453.22262979752634,103.5714301,10.0,-2.0
3472,-13.705958298863267,105.3571429,10.00000022,-1.0
3473,-14.094341536837286,103.5714286,10.00000022,-1.0
3474,-771.2036149960261,173.2142883,10.0,-2.0
3475,-773.2222362530206,171.428574,10.0,-2.0
3476,-771.0972286770148,173.1341322,8.328485111,-2.0
3477,-773.2694530740164,171.5177403,8.279017062,-2.0
3478,-1.919031218243946,173.2142857,10.00000022,-1.0
3479,-1.6327605081582284,171.4285714,10.00000022,-1.0
3482,-768.299477338845,175.0000026,10.0,-2.0
3483,-768.817545434614,174.7544515,8.068633401,-2.0
3484,-2.0353107443384073,175.0,10.00000022,-1.0
3486,-794.3813482177727,153.5714309,0.0,-2.0
3487,-768.5199940701395,155.03667,2.123239634,-2.000000043
3488,-774.0024279221702,155.3571452,0.0,-2.0
3489,-4.697915862589773,153.5714286,0.0,-1.0
3491,-2.6057708723368016,155.3571429,0.0,-1.0
3492,-762.0680401517664,155.2346266,3.870880286,-2.000000056
3494,-828.0617231482142,148.3887116,8.786084641,-2.000000046
3495,-820.4530718486556,148.2142879,10.0,-2.0
3496,-760.8410861299141,146.4632453,8.218702772,-2.000000044
3497,-771.7386074522242,146.4285736,10.0,-2.0
3499,-13.807874321253411,148.2142857,10.00000022,-1.0
3501,-12.483721707078983,146.4285714,10.00000022,-1.0
3502,-817.3235805208566,148.2142879,0.0,-2.0
3503,-12.214892995140005,148.2142857,0.0,-1.0
3504,-702.5543680516654,194.6428585,5.999999395,-2.0
3505,-693.655534734337,196.4285733,5.999999959,-2.0
3506,-702.6705983482462,194.6428589,7.999999578,-2.0
3507,-693.7951660164242,196.4285737,7.999999968,-2.0
3512,-711.1376612446808,192.8571425,7.999998365,-2.0
3513,-711.0214352088022,192.8571423,5.999998128,-2.0
3516,-746.3806673294702,183.9175987,5.993433075,-2.0
3517,-751.914433104942,182.1167962,5.985387155,-2.0
3518,-746.3729260184477,183.9201422,3.993848066,-2.0
3519,-751.9076362078931,182.1196469,3.983744041,-2.0
3524,-740.3109193088675,185.7112804,5.998041284,-2.0
3526,-765.0758020493586,176.7857169,10.0,-2.0
3527,-765.4116150990185,176.629813,7.996404865,-2.0
3528,-2.4606226137814513,176.7857143,10.00000022,-1.0
3530,-776.5337684205647,164.2857167,0.0,-2.0
3531,-776.5623798067245,164.323369,2.007785586,-2.000000001
3532,-1.286287225615454,164.2857143,0.0,-1.0
3534,-775.9061936498749,162.5000024,0.0,-2.0
3535,-775.9668489930382,162.5120197,1.997235278,-2.000000002
3536,-1.3370874827681625,162.5,0.0,-1.0
3538,-828.0941130764974,151.7857165,0.0,-2.0
3539,-4.70704142370079,151.7857143,0.0,-1.0
3540,-864.0922383399607,149.9692811,8.907010866,-2.000000047
3541,-857.6740620349108,150.0000022,10.0,-2.0
3543,-4.723103556124642,150.0,10.00000022,-1.0
3544,-854.778426489632,150.0000022,0.0,-2.0
3545,-5.366176540437464,150.0,0.0,-1.0
3546,-592.0650147222651,119.6428589,8.0,-2.0
3547,-591.9130497518216,119.6428589,6.0,-2.0
3548,-605.0998657142584,121.4285732,8.0,-2.0
3549,-604.9507915805375,121.4285732,6.0,-2.0
3554,-605.0745914040906,121.4285732,10.0,-2.0
3555,-592.0350674534286,119.6428589,10.0,-2.0
3556,-10.652811519532989,121.4285714,10.00000022,-1.0
3557,-11.008541310027052,119.6428571,10.00000022,-1.0
3558,-719.0553013096687,191.0713785,5.999965994,-2.0
3559,-726.6313686469513,189.285524,5.999874362,-2.0
3560,-719.0550915878227,191.0714253,3.999996139,-2.0
3564,-711.0214413264841,192.8571451,3.999999726,-2.0
3566,-746.498795202928,183.9221761,7.996455794,-2.0
3567,-752.0159112010125,182.1274354,7.992307224,-2.0
3570,-740.4390234604206,185.7123181,7.998782001,-2.0
3572,-765.4297702361979,176.5728543,3.885610396,-2.0
3573,-768.8059028277853,174.6597857,3.764399072,-2.0
3574,-765.2579671926709,176.6859368,1.915864745,-2.0
3575,-768.5524498736911,174.8699054,1.848103599,-2.0
3580,-761.4212038601634,178.5122853,1.951174335,-2.0
3581,-761.413574245819,178.459985,3.933976053,-2.0
3584,-776.569853712152,164.3423752,6.02038244,-2.000000001
3585,-776.0505381254459,162.51951,5.992490673,-2.000000003
3586,-776.5757968353639,164.346207,4.017413485,-2.000000001
3587,-776.0530015794164,162.5211311,3.993829648,-2.000000003
3592,-774.6857621211755,160.7142881,0.0,-2.0
3593,-774.7504187638054,160.7069115,1.985922341,-2.000000005
3594,-1.3658795753795259,160.7142857,0.0,-1.0
3596,-772.9510989984008,158.9285738,0.0,-2.0
3597,-772.9451937719648,158.8939609,1.9785559,-2.00000001
3598,-1.3828096405213932,158.9285714,0.0,-1.0
