NodeID,S3_Min,X,Y,Z
350,-286.4176177652852,86.0,2.0,0.0
351,-261.5639421876543,84.0,2.0,0.0
352,-236.2708047257241,82.0,2.0,0.0
353,-210.6311072700832,80.0,2.0,0.0
354,-184.62148528378822,78.0,2.0,0.0
355,-158.33629596800054,76.0,2.0,0.0
356,-131.91460922414151,74.0,2.0,0.0
357,-105.68332421301444,72.0,2.0,0.0
358,-83.66126618145225,70.0,2.0,0.0
359,-91.13419609310495,68.0,2.0,0.0
360,-119.68649466568127,66.0,2.0,0.0
361,-150.24339047055167,64.0,2.0,0.0
362,-181.56438140121895,62.0,2.0,0.0
363,-213.25382456639676,60.0,2.0,0.0
364,-245.29806434382698,58.0,2.0,0.0
365,-277.6297635512333,56.0,2.0,0.0
366,-310.2374407443202,54.0,2.0,0.0
367,-343.11439161410044,52.0,2.0,0.0
368,-376.2510739998936,50.0,2.0,0.0
369,-409.6595823063591,48.0,2.0,0.0
370,-443.29038169226055,46.0,2.0,0.0
371,-477.11861322596985,44.0,2.0,0.0
372,-511.117125566596,42.0,2.0,0.0
373,-545.2593901705286,40.0,2.0,0.0
374,-579.5220005306128,38.0,2.0,0.0
375,-613.8874647507932,36.0,2.0,0.0
376,-648.3440251122655,34.0,2.0,0.0
377,-682.886643069018,32.0,2.0,0.0
378,-717.5153863716189,30.0,2.0,0.0
379,-752.2331652751905,28.0,2.0,0.0
380,-787.0431271712529,26.0,2.0,0.0
381,-821.9467285043072,24.0,2.0,0.0
382,-856.942248131827,22.0,2.0,0.0
383,-892.0263145402484,20.0,2.0,0.0
384,-927.1957665208872,18.0,2.0,0.0
385,-962.4619980570919,16.0,2.0,0.0
386,-997.8431853062518,14.0,2.0,0.0
387,-1033.4935433708783,12.0,2.0,0.0
388,-1069.4077604217487,10.0,2.0,0.0
389,-1106.9757601840317,8.0,2.0,0.0
390,-1143.876999455385,6.0,2.0,0.0
391,-1192.4922761372343,4.0,2.0,0.0
392,-1207.2682350430957,2.0,2.0,0.0
393,-1120.7242185222083,2.0,2.0,-2.0
394,-1105.948196085254,4.0,2.0,-2.0
395,-1059.760882552314,6.0,2.0,-2.0
396,-1024.4548325945561,8.0,2.0,-2.0
397,-988.5236783400096,10.0,2.0,-2.0
398,-954.1249047344726,12.0,2.0,-2.0
399,-919.9686892226672,14.0,2.0,-2.0
400,-886.0614944037563,16.0,2.0,-2.0
401,-852.2671488939038,18.0,2.0,-2.0
402,-818.58110966875,20.0,2.0,-2.0
403,-784.977115342231,22.0,2.0,-2.0
404,-751.4589947610748,24.0,2.0,-2.0
405,-718.0306834988355,26.0,2.0,-2.0
406,-684.6938860327449,28.0,2.0,-2.0
407,-651.4474818361539,30.0,2.0,-2.0
408,-619.4055078065938,32.0,2.0,-2.0
409,-588.6455993993177,34.0,2.0,-2.0
410,-557.9582336946693,36.0,2.0,-2.0
411,-527.3476345869811,38.0,2.0,-2.0
412,-496.82385845965905,40.0,2.0,-2.0
413,-466.40577010970037,42.0,2.0,-2.0
414,-436.14030593816983,44.0,2.0,-2.0
415,-406.0215899874712,46.0,2.0,-2.0
416,-376.0736387493598,48.0,2.0,-2.0
417,-346.3182909044002,50.0,2.0,-2.0
418,-316.77348917371194,52.0,2.0,-2.0
419,-287.4522168260846,54.0,2.0,-2.0
420,-258.4176561714971,56.0,2.0,-2.0
421,-229.63738848099695,58.0,2.0,-2.0
422,-201.1583800018887,60.0,2.0,-2.0
423,-173.01535341073114,62.0,2.0,-2.0
424,-145.29018916553423,64.0,2.0,-2.0
425,-118.22499261291699,66.0,2.0,-2.0
426,-92.23130606989488,68.0,2.0,-2.0
427,-81.50076004714853,70.0,2.0,-2.0
428,-99.56470393981073,72.0,2.0,-2.0
429,-119.9293535882488,74.0,2.0,-2.0
430,-142.035834973343,76.0,2.0,-2.0
431,-164.3469091586782,78.0,2.0,-2.0
432,-187.67122337294006,80.0,2.0,-2.0
433,-212.40205042129028,82.0,2.0,-2.0
434,-236.82380654788696,84.0,2.0,-2.0
435,-260.86463315240815,86.0,2.0,-2.0
436,-284.52704658225974,88.0,2.0,-2.0
437,-307.75827631656784,90.0,2.0,-2.0
438,-330.6060354911614,92.0,2.0,-2.0
439,-353.01023769070054,94.0,2.0,-2.0
440,-374.9345833959003,96.0,2.0,-2.0
441,-396.3084296272155,98.0,2.0,-2.0
442,-1136.144115325981,2.0,4.0,-2.0
443,-1085.9759750664675,4.0,4.0,-2.0
444,-1043.979526450586,6.0,4.0,-2.0
445,-1014.8038925869794,8.0,4.0,-2.0
446,-983.1059931149857,10.0,4.0,-2.0
447,-951.0660057785228,12.0,4.0,-2.0
448,-918.2130845047764,14.0,4.0,-2.0
449,-885.0149110092025,16.0,4.0,-2.0
450,-851.6069100649343,18.0,4.0,-2.0
451,-818.1306531830224,20.0,4.0,-2.0
452,-784.6393826956546,22.0,4.0,-2.0
453,-751.1801593460459,24.0,4.0,-2.0
454,-717.7804426134962,26.0,4.0,-2.0
455,-684.4550755287628,28.0,4.0,-2.0
456,-651.2100903958171,30.0,4.0,-2.0
457,-619.1952336099271,32.0,4.0,-2.0
458,-588.4297391153698,34.0,4.0,-2.0
459,-557.7349298233526,36.0,4.0,-2.0
460,-527.1156492475006,38.0,4.0,-2.0
461,-496.5816105701357,40.0,4.0,-2.0
462,-466.15299502535663,42.0,4.0,-2.0
463,-435.8750939523585,44.0,4.0,-2.0
464,-405.74216389126434,46.0,4.0,-2.0
465,-375.7774669585788,48.0,4.0,-2.0
466,-346.00204559503567,50.0,4.0,-2.0
467,-316.43284401696263,52.0,4.0,-2.0
468,-287.08169378265563,54.0,4.0,-2.0
469,-258.0126387693828,56.0,4.0,-2.0
470,-229.18670351733277,58.0,4.0,-2.0
471,-200.65340698043013,60.0,4.0,-2.0
472,-172.44041149666586,62.0,4.0,-2.0
473,-144.62218359068703,64.0,4.0,-2.0
474,-117.45800989022813,66.0,4.0,-2.0
475,-91.32631569160881,68.0,4.0,-2.0
476,-81.01398979172376,70.0,4.0,-2.0
477,-99.0199448670501,72.0,4.0,-2.0
478,-119.37964395869189,74.0,4.0,-2.0
479,-141.50926470208827,76.0,4.0,-2.0
480,-163.88909396219714,78.0,4.0,-2.0
481,-187.16096016167103,80.0,4.0,-2.0
482,-211.95186924997648,82.0,4.0,-2.0
483,-236.42356310115082,84.0,4.0,-2.0
484,-260.502002731807,86.0,4.0,-2.0
485,-284.19604527869234,88.0,4.0,-2.0
486,-307.45199745685295,90.0,4.0,-2.0
487,-330.31836928773924,92.0,4.0,-2.0
488,-352.74179788475914,94.0,4.0,-2.0
489,-374.7265472966725,96.0,4.0,-2.0
490,-396.3494400203538,98.0,4.0,-2.0
491,-1136.1441161994192,2.0,6.0,-2.0
492,-1085.9759751856795,4.0,6.0,-2.0
493,-1043.9795254902024,6.0,6.0,-2.0
494,-1014.8038732402256,8.0,6.0,-2.0
495,-983.1059924612503,10.0,6.0,-2.0
496,-951.0660064887447,12.0,6.0,-2.0
497,-918.213083851523,14.0,6.0,-2.0
498,-885.0149118038198,16.0,6.0,-2.0
499,-851.606911373872,18.0,6.0,-2.0
500,-818.1306539466761,20.0,6.0,-2.0
501,-784.6393625213034,22.0,6.0,-2.0
502,-751.1801594735591,24.0,6.0,-2.0
503,-717.7804426251294,26.0,6.0,-2.0
504,-684.4550756625498,28.0,6.0,-2.0
505,-651.2100804109625,30.0,6.0,-2.0
506,-619.195234293712,32.0,6.0,-2.0
507,-588.4297385032111,34.0,6.0,-2.0
508,-557.7349198574989,36.0,6.0,-2.0
509,-527.1156378265125,38.0,6.0,-2.0
510,-496.581611194018,40.0,6.0,-2.0
511,-466.15299573650077,42.0,6.0,-2.0
512,-435.8750946334658,44.0,6.0,-2.0
513,-405.74216463503967,46.0,6.0,-2.0
514,-375.77746765538944,48.0,6.0,-2.0
515,-346.00204619375774,50.0,6.0,-2.0
516,-316.43284322255226,52.0,6.0,-2.0
517,-287.0816899508949,54.0,6.0,-2.0
518,-258.0126393638986,56.0,6.0,-2.0
519,-229.1867018031068,58.0,6.0,-2.0
520,-200.65340633667495,60.0,6.0,-2.0
521,-172.4404085791733,62.0,6.0,-2.0
522,-144.62218174043784,64.0,6.0,-2.0
523,-117.45800710758732,66.0,6.0,-2.0
524,-91.32631421585455,68.0,6.0,-2.0
525,-81.01398788192677,70.0,6.0,-2.0
526,-99.0199439642349,72.0,6.0,-2.0
527,-119.379643977737,74.0,6.0,-2.0
528,-141.50926453054632,76.0,6.0,-2.0
529,-163.88909581918656,78.0,6.0,-2.0
530,-187.1609597320242,80.0,6.0,-2.0
531,-211.95186879938927,82.0,6.0,-2.0
532,-236.42356267899603,84.0,6.0,-2.0
533,-260.50200146250893,86.0,6.0,-2.0
534,-284.19604507425845,88.0,6.0,-2.0
535,-307.45200122697975,90.0,6.0,-2.0
536,-330.31836894508524,92.0,6.0,-2.0
537,-352.74179776217375,94.0,6.0,-2.0
538,-374.72654681868624,96.0,6.0,-2.0
539,-396.34944056703466,98.0,6.0,-2.0
540,-1120.7242181225465,2.0,8.0,-2.0
541,-1105.9481951706578,4.0,8.0,-2.0
542,-1059.7608811710684,6.0,8.0,-2.0
543,-1024.4548345336286,8.0,8.0,-2.0
544,-988.5236778784094,10.0,8.0,-2.0
545,-954.1249057302196,12.0,8.0,-2.0
546,-919.9686900457352,14.0,8.0,-2.0
547,-886.0614951787788,16.0,8.0,-2.0
548,-852.2671485250952,18.0,8.0,-2.0
549,-818.5811105270107,20.0,8.0,-2.0
550,-784.9770761214638,22.0,8.0,-2.0
551,-751.4589963399408,24.0,8.0,-2.0
552,-718.0306837421208,26.0,8.0,-2.0
553,-684.693887144052,28.0,8.0,-2.0
554,-651.4474827638948,30.0,8.0,-2.0
555,-619.4054979016884,32.0,8.0,-2.0
556,-588.6455986130128,34.0,8.0,-2.0
557,-557.9582329848838,36.0,8.0,-2.0
558,-527.3476307850716,38.0,8.0,-2.0
559,-496.82385611991356,40.0,8.0,-2.0
560,-466.40576776264015,42.0,8.0,-2.0
561,-436.1402957417523,44.0,8.0,-2.0
562,-406.02158753661786,46.0,8.0,-2.0
563,-376.0736272586437,48.0,8.0,-2.0
564,-346.31829024814795,50.0,8.0,-2.0
565,-316.7734835969588,52.0,8.0,-2.0
566,-287.452215866348,54.0,8.0,-2.0
567,-258.4176524221469,56.0,8.0,-2.0
568,-229.63738394977133,58.0,8.0,-2.0
569,-201.15837712007624,60.0,8.0,-2.0
570,-173.01535154461487,62.0,8.0,-2.0
571,-145.2901867064099,64.0,8.0,-2.0
572,-118.22498804477212,66.0,8.0,-2.0
573,-92.23130471915421,68.0,8.0,-2.0
574,-81.50076183289299,70.0,8.0,-2.0
575,-99.56470439462012,72.0,8.0,-2.0
576,-119.92935355971093,74.0,8.0,-2.0
577,-142.0358365631142,76.0,8.0,-2.0
578,-164.34690963255866,78.0,8.0,-2.0
579,-187.67122603795127,80.0,8.0,-2.0
580,-212.40204576682925,82.0,8.0,-2.0
581,-236.82380373768723,84.0,8.0,-2.0
582,-260.8646313482017,86.0,8.0,-2.0
583,-284.52704495665216,88.0,8.0,-2.0
584,-307.758278651557,90.0,8.0,-2.0
585,-330.6060350988101,92.0,8.0,-2.0
586,-353.01023519074556,94.0,8.0,-2.0
587,-374.93458284918563,96.0,8.0,-2.0
588,-396.3084297095469,98.0,8.0,-2.0
589,-395.9384413594367,98.0,10.0,-2.0
590,-374.78656060797636,96.0,10.0,-2.0
591,-352.8617132725608,94.0,10.0,-2.0
592,-330.4369660674158,92.0,10.0,-2.0
593,-307.56691264216596,90.0,10.0,-2.0
594,-284.30898773690546,88.0,10.0,-2.0
595,-260.61613607721983,86.0,10.0,-2.0
596,-236.54124457405672,84.0,10.0,-2.0
597,-212.0751763234096,82.0,10.0,-2.0
598,-187.29178708806847,80.0,10.0,-2.0
599,-164.00541633326935,78.0,10.0,-2.0
600,-141.63265510756491,76.0,10.0,-2.0
601,-119.50156570778115,74.0,10.0,-2.0
602,-99.1345922738702,72.0,10.0,-2.0
603,-81.11733544919112,70.0,10.0,-2.0
604,-91.45238633721466,68.0,10.0,-2.0
605,-117.56340508525989,66.0,10.0,-2.0
606,-144.71306109502953,64.0,10.0,-2.0
607,-172.5190781735189,62.0,10.0,-2.0
608,-200.72249518590115,60.0,10.0,-2.0
609,-229.24850977029146,58.0,10.0,-2.0
610,-258.0684243714854,56.0,10.0,-2.0
611,-287.13371019367935,54.0,10.0,-2.0
612,-316.48205519718465,52.0,10.0,-2.0
613,-346.04992601913193,50.0,10.0,-2.0
614,-375.8252922503823,48.0,10.0,-2.0
615,-405.7909202768021,46.0,10.0,-2.0
616,-435.92536852852675,44.0,10.0,-2.0
617,-466.20496613295427,42.0,10.0,-2.0
618,-496.6355918902309,40.0,10.0,-2.0
619,-527.1711819164525,38.0,10.0,-2.0
620,-557.7920080894537,36.0,10.0,-2.0
621,-588.4897161854324,34.0,10.0,-2.0
622,-619.259833902955,32.0,10.0,-2.0
623,-651.288844793723,30.0,10.0,-2.0
624,-684.5499089470605,28.0,10.0,-2.0
625,-717.9054430499866,26.0,10.0,-2.0
626,-751.3605729080602,24.0,10.0,-2.0
627,-784.9202885095403,22.0,10.0,-2.0
628,-818.5928049410534,20.0,10.0,-2.0
629,-852.395944926285,18.0,10.0,-2.0
630,-886.3903945447673,16.0,10.0,-2.0
631,-920.6504874418433,14.0,10.0,-2.0
632,-955.3831438217076,12.0,10.0,-2.0
633,-990.7675938423924,10.0,10.0,-2.0
634,-1027.7975264088925,8.0,10.0,-2.0
635,-1064.0195258772578,6.0,10.0,-2.0
636,-1102.3535322196344,4.0,10.0,-2.0
637,-1063.3153444438497,2.0,10.0,-2.0
638,-395.93844249843556,98.0,0.0,-2.0
639,-374.78656538556857,96.0,0.0,-2.0
640,-352.8617163378295,94.0,0.0,-2.0
641,-330.4369692533239,92.0,0.0,-2.0
642,-307.56691626564316,90.0,0.0,-2.0
643,-284.3089914220033,88.0,0.0,-2.0
644,-260.61613979220596,86.0,0.0,-2.0
645,-236.54125012989306,84.0,0.0,-2.0
646,-212.07517237169245,82.0,0.0,-2.0
647,-187.29179301594445,80.0,0.0,-2.0
648,-164.0054156607571,78.0,0.0,-2.0
649,-141.63266068513298,76.0,0.0,-2.0
650,-119.50156714443395,74.0,0.0,-2.0
651,-99.13459367155144,72.0,0.0,-2.0
652,-81.11733796624696,70.0,0.0,-2.0
653,-91.45239002791429,68.0,0.0,-2.0
654,-117.56340841578358,66.0,0.0,-2.0
655,-144.71306886900567,64.0,0.0,-2.0
656,-172.51908579035188,62.0,0.0,-2.0
657,-200.72250309250336,60.0,0.0,-2.0
658,-229.2485178693783,58.0,0.0,-2.0
659,-258.068424912964,56.0,0.0,-2.0
660,-287.13372299518403,54.0,0.0,-2.0
661,-316.48206793939715,52.0,0.0,-2.0
662,-346.0499296826256,50.0,0.0,-2.0
663,-375.8253046622342,48.0,0.0,-2.0
664,-405.79092361236184,46.0,0.0,-2.0
665,-435.9253899528052,44.0,0.0,-2.0
666,-466.20498473867906,42.0,0.0,-2.0
667,-496.6356132352565,40.0,0.0,-2.0
668,-527.1711819739047,38.0,0.0,-2.0
669,-557.7920294003698,36.0,0.0,-2.0
670,-588.4897191949208,34.0,0.0,-2.0
671,-619.259836605145,32.0,0.0,-2.0
672,-651.2888843928446,30.0,0.0,-2.0
673,-684.5499281350287,28.0,0.0,-2.0
674,-717.9054418581202,26.0,0.0,-2.0
675,-751.3605721215748,24.0,0.0,-2.0
676,-784.9203682958162,22.0,0.0,-2.0
677,-818.5928041050029,20.0,0.0,-2.0
678,-852.3959468774472,18.0,0.0,-2.0
679,-886.3903912803958,16.0,0.0,-2.0
680,-920.6504895871265,14.0,0.0,-2.0
681,-955.3831456657166,12.0,0.0,-2.0
682,-990.7676358710646,10.0,0.0,-2.0
683,-1027.7975283217238,8.0,0.0,-2.0
684,-1064.0195252343333,6.0,0.0,-2.0
685,-1102.3535341864263,4.0,0.0,-2.0
686,-1063.3153468997166,2.0,0.0,-2.0
687,-1044.313408805013,0.0,0.0,-2.0
688,-1174.560933282296,0.0,2.0,-2.0
689,-1409.7301032573714,0.0,4.0,-2.0
690,-1409.7301018743697,0.0,6.0,-2.0
691,-1174.560931495447,0.0,8.0,-2.0
692,-1044.3134081606772,0.0,10.0,-2.0
693,-416.65720989571764,100.0,0.0,-2.0
694,-417.00658842035205,100.0,2.0,-2.0
695,-416.9878051181894,100.0,4.0,-2.0
696,-416.987785596767,100.0,6.0,-2.0
697,-417.00660735101474,100.0,8.0,-2.0
698,-416.6571672617272,100.0,10.0,-2.0
699,-4.804083052885281,100.0,8.0,-1.0
700,-5.117902999914843,100.0,6.0,-1.0
701,-5.1179020221173115,100.0,4.0,-1.0
702,-4.8040795474619,100.0,2.0,-1.0
703,-447.51915526900723,100.0,2.0,0.0
704,-447.50103934866866,100.0,4.0,0.0
705,-447.50103947710284,100.0,6.0,0.0
706,-447.5191552872691,100.0,8.0,0.0
707,-14.43868468394941,100.0,10.0,-1.0
708,-447.1560501414872,100.0,10.0,0.0
709,-447.15609181971433,100.0,0.0,0.0
710,-14.438686357590337,100.0,0.0,-1.0
711,-42.070916705996325,0.0,2.0,-1.0
712,-60.552900054273366,0.0,4.0,-1.0
713,-60.552901637538525,0.0,6.0,-1.0
714,-42.07092037920631,0.0,8.0,-1.0
715,-1263.9072867140108,0.0,2.0,0.0
716,-1517.6070675779456,0.0,4.0,0.0
717,-1517.6070667296478,0.0,6.0,0.0
718,-1263.9073312602177,0.0,8.0,0.0
719,-253.318507926296,0.0,10.0,-1.0
720,-1123.5259665746187,0.0,10.0,0.0
721,-1123.525953462305,0.0,0.0,0.0
722,-253.31849851440148,0.0,0.0,-1.0
723,-155.0071634678765,2.0,0.0,-1.0
724,-43.32260067305656,4.0,0.0,-1.0
725,-19.829950257179483,6.0,0.0,-1.0
726,-2.9388119574600835,8.0,0.0,-1.0
727,-9.822715642160619,10.0,0.0,-1.0
728,-14.56620373847291,12.0,0.0,-1.0
729,-17.503782261584327,14.0,0.0,-1.0
730,-19.1876619527212,16.0,0.0,-1.0
731,-20.1080955021006,18.0,0.0,-1.0
732,-20.612016005499466,20.0,0.0,-1.0
733,-20.876630512888777,22.0,0.0,-1.0
734,-21.00692133571524,24.0,0.0,-1.0
735,-21.061634997040198,26.0,0.0,-1.0
736,-21.074821178827083,28.0,0.0,-1.0
737,-21.06574878153981,30.0,0.0,-1.0
738,-21.04477236425071,32.0,0.0,-1.0
739,-21.0164665354605,34.0,0.0,-1.0
740,-20.981646365444018,36.0,0.0,-1.0
741,-20.938258690787002,38.0,0.0,-1.0
742,-20.884058741627857,40.0,0.0,-1.0
743,-20.81919074341142,42.0,0.0,-1.0
744,-20.740719158103918,44.0,0.0,-1.0
745,-20.647277884064586,46.0,0.0,-1.0
746,-20.539367363478654,48.0,0.0,-1.0
747,-20.418789378694417,50.0,0.0,-1.0
748,-20.28827161483005,52.0,0.0,-1.0
749,-20.15082123677929,54.0,0.0,-1.0
750,-20.009181021936268,56.0,0.0,-1.0
751,-19.865525324351026,58.0,0.0,-1.0
752,-19.719273686245497,60.0,0.0,-1.0
753,-19.569181580789227,62.0,0.0,-1.0
754,-19.41277787919657,64.0,0.0,-1.0
755,-19.246857250172877,66.0,0.0,-1.0
756,-19.06818332963243,68.0,0.0,-1.0
757,-18.87403583298245,70.0,0.0,-1.0
758,-18.66317786518126,72.0,0.0,-1.0
759,-18.43607165582278,74.0,0.0,-1.0
760,-18.194020674976812,76.0,0.0,-1.0
761,-17.939612695797205,78.0,0.0,-1.0
762,-17.676101126891847,80.0,0.0,-1.0
763,-17.406645438332617,82.0,0.0,-1.0
764,-17.13350565638502,84.0,0.0,-1.0
765,-16.85739779720004,86.0,0.0,-1.0
766,-16.577937843164104,88.0,0.0,-1.0
767,-16.29102620401487,90.0,0.0,-1.0
768,-16.00244423270248,92.0,0.0,-1.0
769,-15.68006194310204,94.0,0.0,-1.0
770,-15.447030860957335,96.0,0.0,-1.0
771,-14.781432357823384,98.0,0.0,-1.0
772,-1145.3420092419553,2.0,0.0,0.0
773,-1188.5665192211209,4.0,0.0,0.0
774,-1148.4295966309337,6.0,0.0,0.0
775,-1110.5573266306233,8.0,0.0,0.0
776,-1071.8153186201184,10.0,0.0,0.0
777,-1034.845831841306,12.0,0.0,0.0
778,-998.5787145590248,14.0,0.0,0.0
779,-962.8202771811721,16.0,0.0,0.0
780,-927.3404925550346,18.0,0.0,0.0
781,-892.0465104301809,20.0,0.0,0.0
782,-856.8900754689641,22.0,0.0,0.0
783,-821.8508211214144,24.0,0.0,0.0
784,-786.9196363042729,26.0,0.0,0.0
785,-752.0906981435617,28.0,0.0,0.0
