NodeID,Time_of_SVM_Max,X,Y,Z
563,0.01492,48.0,8.0,-2.0
564,0.01492,50.0,8.0,-2.0
565,0.01492,52.0,8.0,-2.0
566,0.01492,54.0,8.0,-2.0
567,0.01492,56.0,8.0,-2.0
568,0.01492,58.0,8.0,-2.0
569,0.01806,60.0,8.0,-2.0
570,0.01806,62.0,8.0,-2.0
571,0.01806,64.0,8.0,-2.0
572,0.01806,66.0,8.0,-2.0
573,0.01806,68.0,8.0,-2.0
574,0.01806,70.0,8.0,-2.0
575,0.01806,72.0,8.0,-2.0
576,0.01806,74.0,8.0,-2.0
577,0.01806,76.0,8.0,-2.0
578,0.01806,78.0,8.0,-2.0
579,0.01806,80.0,8.0,-2.0
580,0.01807,82.0,8.0,-2.0
581,0.01807,84.0,8.0,-2.0
582,0.01807,86.0,8.0,-2.0
583,0.01807,88.0,8.0,-2.0
584,0.01807,90.0,8.0,-2.0
585,0.01808,92.0,8.0,-2.0
586,0.01808,94.0,8.0,-2.0
587,0.01809,96.0,8.0,-2.0
588,0.01809,98.0,8.0,-2.0
589,0.01809,98.0,10.0,-2.0
590,0.01809,96.0,10.0,-2.0
591,0.01808,94.0,10.0,-2.0
592,0.01808,92.0,10.0,-2.0
593,0.01807,90.0,10.0,-2.0
594,0.01807,88.0,10.0,-2.0
595,0.01807,86.0,10.0,-2.0
596,0.01807,84.0,10.0,-2.0
597,0.01807,82.0,10.0,-2.0
598,0.01806,80.0,10.0,-2.0
599,0.01806,78.0,10.0,-2.0
600,0.01806,76.0,10.0,-2.0
601,0.01806,74.0,10.0,-2.0
602,0.01806,72.0,10.0,-2.0
603,0.01806,70.0,10.0,-2.0
604,0.01806,68.0,10.0,-2.0
605,0.01806,66.0,10.0,-2.0
606,0.01806,64.0,10.0,-2.0
607,0.01806,62.0,10.0,-2.0
608,0.01806,60.0,10.0,-2.0
609,0.01492,58.0,10.0,-2.0
610,0.01492,56.0,10.0,-2.0
611,0.01492,54.0,10.0,-2.0
612,0.01492,52.0,10.0,-2.0
613,0.01492,50.0,10.0,-2.0
614,0.01492,48.0,10.0,-2.0
615,0.01492,46.0,10.0,-2.0
616,0.01492,44.0,10.0,-2.0
617,0.01492,42.0,10.0,-2.0
618,0.01492,40.0,10.0,-2.0
619,0.01492,38.0,10.0,-2.0
620,0.01492,36.0,10.0,-2.0
621,0.01651,34.0,10.0,-2.0
622,0.01651,32.0,10.0,-2.0
623,0.0165,30.0,10.0,-2.0
624,0.01596,28.0,10.0,-2.0
625,0.01572,26.0,10.0,-2.0
626,0.01572,24.0,10.0,-2.0
627,0.01572,22.0,10.0,-2.0
628,0.01572,20.0,10.0,-2.0
629,0.01572,18.0,10.0,-2.0
630,0.01572,16.0,10.0,-2.0
631,0.01572,14.0,10.0,-2.0
632,0.01727,12.0,10.0,-2.0
633,0.01726,10.0,10.0,-2.0
634,0.01726,8.0,10.0,-2.0
635,0.01726,6.0,10.0,-2.0
636,0.01726,4.0,10.0,-2.0
637,0.01726,2.0,10.0,-2.0
638,0.01809,98.0,0.0,-2.0
639,0.01809,96.0,0.0,-2.0
640,0.01808,94.0,0.0,-2.0
641,0.01808,92.0,0.0,-2.0
642,0.01807,90.0,0.0,-2.0
643,0.01807,88.0,0.0,-2.0
644,0.01807,86.0,0.0,-2.0
645,0.01807,84.0,0.0,-2.0
646,0.01807,82.0,0.0,-2.0
647,0.01806,80.0,0.0,-2.0
648,0.01806,78.0,0.0,-2.0
649,0.01806,76.0,0.0,-2.0
650,0.01806,74.0,0.0,-2.0
651,0.01806,72.0,0.0,-2.0
652,0.01806,70.0,0.0,-2.0
653,0.01806,68.0,0.0,-2.0
654,0.01806,66.0,0.0,-2.0
655,0.01806,64.0,0.0,-2.0
656,0.01806,62.0,0.0,-2.0
657,0.01806,60.0,0.0,-2.0
658,0.01492,58.0,0.0,-2.0
659,0.01492,56.0,0.0,-2.0
660,0.01492,54.0,0.0,-2.0
661,0.01492,52.0,0.0,-2.0
662,0.01492,50.0,0.0,-2.0
663,0.01492,48.0,0.0,-2.0
664,0.01492,46.0,0.0,-2.0
665,0.01492,44.0,0.0,-2.0
666,0.01492,42.0,0.0,-2.0
667,0.01492,40.0,0.0,-2.0
668,0.01492,38.0,0.0,-2.0
669,0.01492,36.0,0.0,-2.0
670,0.01651,34.0,0.0,-2.0
671,0.01651,32.0,0.0,-2.0
672,0.0165,30.0,0.0,-2.0
673,0.01596,28.0,0.0,-2.0
674,0.01572,26.0,0.0,-2.0
675,0.01572,24.0,0.0,-2.0
676,0.01572,22.0,0.0,-2.0
677,0.01572,20.0,0.0,-2.0
678,0.01572,18.0,0.0,-2.0
679,0.01572,16.0,0.0,-2.0
680,0.01572,14.0,0.0,-2.0
681,0.01727,12.0,0.0,-2.0
682,0.01726,10.0,0.0,-2.0
683,0.01726,8.0,0.0,-2.0
684,0.01726,6.0,0.0,-2.0
685,0.01726,4.0,0.0,-2.0
686,0.01726,2.0,0.0,-2.0
687,0.01726,0.0,0.0,-2.0
688,0.01726,0.0,2.0,-2.0
689,0.01726,0.0,4.0,-2.0
690,0.01726,0.0,6.0,-2.0
691,0.01726,0.0,8.0,-2.0
692,0.01726,0.0,10.0,-2.0
693,0.0181,100.0,0.0,-2.0
694,0.0181,100.0,2.0,-2.0
695,0.0181,100.0,4.0,-2.0
696,0.0181,100.0,6.0,-2.0
697,0.0181,100.0,8.0,-2.0
698,0.0181,100.0,10.0,-2.0
699,0.01728,100.0,8.0,-1.0
700,0.01728,100.0,6.0,-1.0
701,0.01728,100.0,4.0,-1.0
702,0.01728,100.0,2.0,-1.0
703,0.0181,100.0,2.0,0.0
704,0.0181,100.0,4.0,0.0
705,0.0181,100.0,6.0,0.0
706,0.0181,100.0,8.0,0.0
707,0.01728,100.0,10.0,-1.0
708,0.0181,100.0,10.0,0.0
709,0.0181,100.0,0.0,0.0
710,0.01728,100.0,0.0,-1.0
711,0.01726,0.0,2.0,-1.0
712,0.01726,0.0,4.0,-1.0
713,0.01726,0.0,6.0,-1.0
714,0.01726,0.0,8.0,-1.0
715,0.01726,0.0,2.0,0.0
716,0.01726,0.0,4.0,0.0
717,0.01726,0.0,6.0,0.0
718,0.01726,0.0,8.0,0.0
719,0.01726,0.0,10.0,-1.0
720,0.01726,0.0,10.0,0.0
721,0.01726,0.0,0.0,0.0
722,0.01726,0.0,0.0,-1.0
723,0.01726,2.0,0.0,-1.0
724,0.01572,4.0,0.0,-1.0
725,0.01491,6.0,0.0,-1.0
726,0.01492,8.0,0.0,-1.0
727,0.01726,10.0,0.0,-1.0
728,0.01726,12.0,0.0,-1.0
729,0.01726,14.0,0.0,-1.0
730,0.01726,16.0,0.0,-1.0
731,0.01726,18.0,0.0,-1.0
732,0.01726,20.0,0.0,-1.0
733,0.01726,22.0,0.0,-1.0
734,0.01726,24.0,0.0,-1.0
735,0.01727,26.0,0.0,-1.0
736,0.01727,28.0,0.0,-1.0
737,0.01806,30.0,0.0,-1.0
738,0.01806,32.0,0.0,-1.0
739,0.01806,34.0,0.0,-1.0
740,0.01806,36.0,0.0,-1.0
741,0.01806,38.0,0.0,-1.0
742,0.01806,40.0,0.0,-1.0
743,0.01806,42.0,0.0,-1.0
744,0.01806,44.0,0.0,-1.0
745,0.01806,46.0,0.0,-1.0
746,0.01806,48.0,0.0,-1.0
747,0.01806,50.0,0.0,-1.0
748,0.01806,52.0,0.0,-1.0
749,0.01806,54.0,0.0,-1.0
750,0.01806,56.0,0.0,-1.0
751,0.01807,58.0,0.0,-1.0
752,0.01807,60.0,0.0,-1.0
753,0.01809,62.0,0.0,-1.0
754,0.01813,64.0,0.0,-1.0
755,0.00706,66.0,0.0,-1.0
756,0.0166,68.0,0.0,-1.0
757,0.01658,70.0,0.0,-1.0
758,0.01657,72.0,0.0,-1.0
759,0.01656,74.0,0.0,-1.0
760,0.01655,76.0,0.0,-1.0
761,0.01655,78.0,0.0,-1.0
762,0.01654,80.0,0.0,-1.0
763,0.01654,82.0,0.0,-1.0
764,0.01654,84.0,0.0,-1.0
765,0.01964,86.0,0.0,-1.0
766,0.01728,88.0,0.0,-1.0
767,0.01728,90.0,0.0,-1.0
768,0.01728,92.0,0.0,-1.0
769,0.01728,94.0,0.0,-1.0
770,0.01728,96.0,0.0,-1.0
771,0.01728,98.0,0.0,-1.0
772,0.01726,2.0,0.0,0.0
773,0.01726,4.0,0.0,0.0
774,0.01726,6.0,0.0,0.0
775,0.01726,8.0,0.0,0.0
776,0.01726,10.0,0.0,0.0
777,0.01727,12.0,0.0,0.0
778,0.01572,14.0,0.0,0.0
779,0.01572,16.0,0.0,0.0
780,0.01572,18.0,0.0,0.0
781,0.01572,20.0,0.0,0.0
782,0.01572,22.0,0.0,0.0
783,0.01572,24.0,0.0,0.0
784,0.01572,26.0,0.0,0.0
785,0.01596,28.0,0.0,0.0
786,0.0165,30.0,0.0,0.0
787,0.01651,32.0,0.0,0.0
788,0.01651,34.0,0.0,0.0
789,0.01492,36.0,0.0,0.0
790,0.01492,38.0,0.0,0.0
791,0.01492,40.0,0.0,0.0
792,0.01492,42.0,0.0,0.0
793,0.01492,44.0,0.0,0.0
794,0.01492,46.0,0.0,0.0
795,0.01492,48.0,0.0,0.0
796,0.01492,50.0,0.0,0.0
797,0.01492,52.0,0.0,0.0
798,0.01492,54.0,0.0,0.0
799,0.01492,56.0,0.0,0.0
800,0.01492,58.0,0.0,0.0
801,0.01806,60.0,0.0,0.0
802,0.01806,62.0,0.0,0.0
803,0.01806,64.0,0.0,0.0
804,0.01806,66.0,0.0,0.0
805,0.01806,68.0,0.0,0.0
806,0.01806,70.0,0.0,0.0
807,0.01806,72.0,0.0,0.0
808,0.01806,74.0,0.0,0.0
809,0.01806,76.0,0.0,0.0
810,0.01806,78.0,0.0,0.0
811,0.01806,80.0,0.0,0.0
812,0.01807,82.0,0.0,0.0
813,0.01807,84.0,0.0,0.0
814,0.01807,86.0,0.0,0.0
815,0.01807,88.0,0.0,0.0
816,0.01807,90.0,0.0,0.0
817,0.01808,92.0,0.0,0.0
818,0.01808,94.0,0.0,0.0
819,0.01809,96.0,0.0,0.0
820,0.01809,98.0,0.0,0.0
821,0.01726,2.0,10.0,-1.0
822,0.01572,4.0,10.0,-1.0
823,0.01491,6.0,10.0,-1.0
824,0.01492,8.0,10.0,-1.0
825,0.01726,10.0,10.0,-1.0
826,0.01726,12.0,10.0,-1.0
827,0.01726,14.0,10.0,-1.0
828,0.01726,16.0,10.0,-1.0
829,0.01726,18.0,10.0,-1.0
830,0.01726,20.0,10.0,-1.0
831,0.01726,22.0,10.0,-1.0
832,0.01726,24.0,10.0,-1.0
833,0.01727,26.0,10.0,-1.0
834,0.01727,28.0,10.0,-1.0
835,0.01806,30.0,10.0,-1.0
836,0.01806,32.0,10.0,-1.0
837,0.01806,34.0,10.0,-1.0
838,0.01806,36.0,10.0,-1.0
839,0.01806,38.0,10.0,-1.0
840,0.01806,40.0,10.0,-1.0
841,0.01806,42.0,10.0,-1.0
842,0.01806,44.0,10.0,-1.0
843,0.01806,46.0,10.0,-1.0
844,0.01806,48.0,10.0,-1.0
845,0.01806,50.0,10.0,-1.0
846,0.01806,52.0,10.0,-1.0
847,0.01806,54.0,10.0,-1.0
848,0.01806,56.0,10.0,-1.0
849,0.01807,58.0,10.0,-1.0
850,0.01807,60.0,10.0,-1.0
851,0.01809,62.0,10.0,-1.0
852,0.01813,64.0,10.0,-1.0
853,0.00706,66.0,10.0,-1.0
854,0.0166,68.0,10.0,-1.0
855,0.01658,70.0,10.0,-1.0
856,0.01657,72.0,10.0,-1.0
857,0.01656,74.0,10.0,-1.0
858,0.01655,76.0,10.0,-1.0
859,0.01655,78.0,10.0,-1.0
860,0.01654,80.0,10.0,-1.0
861,0.01654,82.0,10.0,-1.0
862,0.01654,84.0,10.0,-1.0
863,0.01964,86.0,10.0,-1.0
864,0.01728,88.0,10.0,-1.0
865,0.01728,90.0,10.0,-1.0
866,0.01728,92.0,10.0,-1.0
867,0.01728,94.0,10.0,-1.0
868,0.01728,96.0,10.0,-1.0
869,0.01728,98.0,10.0,-1.0
870,0.01726,2.0,10.0,0.0
871,0.01726,4.0,10.0,0.0
872,0.01726,6.0,10.0,0.0
873,0.01726,8.0,10.0,0.0
874,0.01726,10.0,10.0,0.0
875,0.01727,12.0,10.0,0.0
876,0.01572,14.0,10.0,0.0
877,0.01572,16.0,10.0,0.0
878,0.01572,18.0,10.0,0.0
879,0.01572,20.0,10.0,0.0
880,0.01572,22.0,10.0,0.0
881,0.01572,24.0,10.0,0.0
882,0.01572,26.0,10.0,0.0
883,0.01596,28.0,10.0,0.0
884,0.0165,30.0,10.0,0.0
885,0.01651,32.0,10.0,0.0
886,0.01651,34.0,10.0,0.0
887,0.01492,36.0,10.0,0.0
888,0.01492,38.0,10.0,0.0
889,0.01492,40.0,10.0,0.0
890,0.01492,42.0,10.0,0.0
891,0.01492,44.0,10.0,0.0
892,0.01492,46.0,10.0,0.0
893,0.01492,48.0,10.0,0.0
894,0.01492,50.0,10.0,0.0
895,0.01492,52.0,10.0,0.0
896,0.01492,54.0,10.0,0.0
897,0.01492,56.0,10.0,0.0
898,0.01492,58.0,10.0,0.0
899,0.01806,60.0,10.0,0.0
900,0.01806,62.0,10.0,0.0
901,0.01806,64.0,10.0,0.0
902,0.01806,66.0,10.0,0.0
903,0.01806,68.0,10.0,0.0
904,0.01806,70.0,10.0,0.0
905,0.01806,72.0,10.0,0.0
906,0.01806,74.0,10.0,0.0
